name_x,height_x,weight_x,reach_x,fx_win,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,name_y,height_y,weight_y,reach_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y,stance_x_Open Stance,stance_x_Orthodox,stance_x_Sideways,stance_x_Southpaw,stance_x_Switch,stance_y_Open Stance,stance_y_Orthodox,stance_y_Sideways,stance_y_Southpaw,stance_y_Switch
Gilbert Burns,1.78,170.0,1.8,0,29.3,2.85,0.43,4.17,0.5,2.14,0.33,0.39,1.22,1.33,Rashid Magomedov,1.75,155.0,1.78,30.94,5.57,0.56,4.09,0.52,0.75,0.75,0.27,0.25,0.89,0,1,0,0,0,0,1,0,0,0
Gilbert Burns,1.78,170.0,1.8,0,29.3,2.85,0.43,2.85,0.43,2.14,0.33,0.33,1.22,1.2,Rashid Magomedov,1.75,155.0,1.78,30.94,5.57,0.56,4.09,0.52,0.75,0.75,0.27,0.25,0.89,0,1,0,0,0,0,1,0,0,0
Rashid Magomedov,1.75,155.0,1.78,1,30.94,5.57,0.56,5.17,0.56,0.75,0.75,0.38,0.25,0.89,Gilbert Burns,1.78,170.0,1.8,29.3,2.85,0.43,2.85,0.43,2.14,0.33,0.33,1.22,1.2,0,1,0,0,0,0,1,0,0,0
Rashid Magomedov,1.75,155.0,1.78,1,30.94,5.57,0.56,4.09,0.52,0.75,0.75,0.27,0.25,0.89,Gilbert Burns,1.78,170.0,1.8,29.3,2.85,0.43,2.85,0.43,2.14,0.33,0.33,1.22,1.2,0,1,0,0,0,0,1,0,0,0
Gilbert Burns,1.78,170.0,1.8,1,29.97,2.3,0.45,3.62,0.53,2.14,0.44,0.54,1.22,1.18,Lukasz Sajewski,1.73,155.0,1.8,25.61,2.47,0.38,4.27,0.47,0.0,0.0,0.33,0.0,0.93,0,1,0,0,0,0,1,0,0,0
Gilbert Burns,1.78,170.0,1.8,0,30.18,2.26,0.43,3.56,0.52,2.14,0.35,0.46,0.92,1.17,Michel Prazeres,1.68,170.0,1.7,35.17,3.35,0.56,3.9,0.55,3.5,0.29,0.38,0.25,0.95,0,1,0,0,0,0,1,0,0,0
Gilbert Burns,1.78,170.0,1.8,1,31.16,2.4,0.38,4.16,0.47,1.8,0.32,0.6,0.3,1.08,Jason Saggo,1.8,155.0,1.8,31.81,3.92,0.49,4.6,0.59,2.12,0.35,0.8,0.0,0.73,0,1,0,0,0,0,1,0,0,0
Gilbert Burns,1.78,170.0,1.8,1,32.39,4.44,0.45,4.82,0.43,2.25,0.5,0.67,0.0,0.94,Olivier Aubin-Mercier,1.75,155.0,1.78,29.79,3.27,0.63,3.27,0.63,2.32,0.46,0.46,0.77,0.73,0,1,0,0,0,0,0,0,1,0
Gilbert Burns,1.78,170.0,1.8,1,33.19,6.64,0.62,3.24,0.48,3.24,0.43,0.38,0.36,0.9,Gunnar Nelson,1.8,170.0,1.83,31.17,2.2,0.74,2.9,0.71,2.86,0.55,0.5,0.95,0.73,0,1,0,0,0,0,0,0,0,1
Gilbert Melendez,1.75,145.0,1.85,0,35.41,5.63,0.42,5.63,0.42,0.58,0.13,0.13,0.0,0.75,Jeremy Stephens,1.75,145.0,1.8,31.29,4.12,0.38,4.12,0.45,0.0,0.0,0.33,0.25,0.63,0,1,0,0,0,0,1,0,0,0
Gilbert Yvel,1.88,225.0,1.96,0,34.31,4.21,0.6,5.02,0.62,0.0,0.0,0.0,1.75,0.69,Jon Madsen,1.83,240.0,1.83,30.69,3.91,0.52,1.29,0.17,1.33,0.67,0.0,0.0,0.86,0,1,0,0,0,0,1,0,0,0
Gillian Robertson,1.65,125.0,1.6,1,23.77,3.58,0.49,1.83,0.33,3.75,0.43,0.0,1.25,0.62,Veronica Macedo,1.63,125.0,1.63,23.32,2.74,0.49,2.74,0.49,0.54,1.0,1.0,0.54,0.75,0,1,0,0,0,0,0,0,1,0
Gillian Robertson,1.65,125.0,1.6,1,24.19,2.59,0.52,2.79,0.46,3.67,0.45,1.0,1.47,0.67,Sarah Frota,1.68,125.0,1.75,32.29,5.2,0.55,5.2,0.55,0.0,0.0,0.0,0.0,0.9,0,1,0,0,0,0,0,0,1,0
Gillian Robertson,1.65,125.0,1.6,0,24.42,3.51,0.63,3.03,0.53,3.54,0.5,1.0,1.01,0.6,Maycee Barber,1.65,125.0,1.65,21.42,9.11,0.62,9.11,0.62,1.0,0.2,0.2,0.0,0.86,0,1,0,0,0,0,0,0,0,1
Gina Mazany,1.68,135.0,1.73,0,29.77,12.45,0.79,2.96,0.56,4.62,0.71,0.75,0.0,0.67,Lina Lansberg,1.7,135.0,1.65,36.21,5.66,0.63,7.89,0.62,0.5,0.12,0.0,0.0,0.8,0,0,0,1,0,0,1,0,0,0
Glaico Franca,1.83,155.0,1.96,0,25.15,3.18,0.82,3.18,0.82,4.06,0.44,0.44,1.02,0.76,James Vick,1.91,155.0,1.93,29.16,4.04,0.36,4.02,0.4,0.0,0.0,0.36,0.84,0.5,0,1,0,0,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,23.4,0.94,0.44,15.7,0.74,0.0,0.0,0.0,2.01,0.96,Jason Dent,1.78,155.0,1.8,26.72,5.67,0.61,8.13,0.51,0.0,0.0,0.67,3.0,0.68,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,23.92,5.06,0.63,9.62,0.75,3.08,0.56,0.5,1.85,0.92,Terry Etim,1.85,155.0,1.85,21.66,3.33,0.8,3.33,0.8,0.0,0.0,0.0,9.37,0.9,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,0,24.32,5.8,0.71,6.46,0.72,4.58,0.63,0.33,1.14,0.86,Tyson Griffin,1.68,145.0,1.73,23.79,4.8,0.58,4.8,0.58,2.56,0.53,0.53,2.56,0.73,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,0,24.75,5.72,0.64,4.67,0.65,5.76,0.75,0.25,0.64,0.83,Joe Stevenson,1.7,145.0,1.78,26.06,4.4,0.62,2.67,0.43,2.26,1.0,0.6,3.95,0.7,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,25.34,4.62,0.63,2.91,0.55,6.78,0.78,0.29,0.75,0.83,Rich Clementi,1.75,155.0,1.83,32.86,5.44,0.61,2.28,0.35,2.72,0.47,0.67,1.51,0.67,0,0,0,1,0,0,0,0,1,0
Gleison Tibau,1.78,155.0,1.8,1,25.48,4.75,0.64,2.75,0.54,7.05,0.77,0.14,0.71,0.84,Jeremy Stephens,1.75,145.0,1.8,22.85,5.12,0.66,5.37,0.73,1.33,1.0,0.82,0.0,0.67,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,26.05,3.36,0.56,3.22,0.58,6.35,0.62,0.17,1.76,0.84,Josh Neer,1.8,170.0,1.83,26.59,5.69,0.62,7.56,0.66,1.96,0.58,0.52,2.24,0.73,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,0,26.94,3.32,0.44,2.96,0.45,7.35,0.61,0.5,2.32,0.82,Jim Miller,1.73,155.0,1.8,27.05,4.98,0.51,5.06,0.6,2.74,0.7,0.5,2.35,0.74,0,0,0,1,0,0,0,0,1,0
Gleison Tibau,1.78,155.0,1.8,1,27.45,2.91,0.38,3.19,0.42,6.4,0.64,0.14,1.52,0.77,Kurt Pellegrino,1.73,155.0,1.78,31.87,5.7,0.6,5.63,0.58,2.52,0.57,0.64,0.95,0.76,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,27.64,3.62,0.38,4.35,0.44,5.49,0.67,0.15,0.61,0.78,Rafaello Oliveira,1.73,155.0,1.8,29.33,4.67,0.49,4.67,0.49,3.33,0.5,0.5,1.33,0.82,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,28.12,4.24,0.45,4.26,0.44,3.51,0.62,0.12,0.7,0.78,Rafael Dos Anjos,1.73,170.0,1.78,27.06,4.69,0.52,3.78,0.48,3.21,0.53,0.5,1.21,0.71,0,0,0,1,0,0,0,0,1,0
Gleison Tibau,1.78,155.0,1.8,0,28.75,4.1,0.46,3.65,0.42,3.09,0.58,0.04,0.56,0.76,Khabib Nurmagomedov,1.78,155.0,1.78,23.8,4.86,0.56,4.86,0.56,3.71,0.33,0.33,1.24,1.0,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,29.61,4.05,0.44,3.42,0.39,2.5,0.4,0.19,0.75,0.76,John Cholish,1.8,155.0,1.83,29.42,4.07,0.55,2.28,0.25,1.22,0.17,0.11,0.0,0.7,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,29.9,3.84,0.42,3.33,0.4,2.85,0.4,0.24,1.14,0.76,Jamie Varner,1.73,155.0,1.83,28.88,5.91,0.48,4.62,0.49,5.51,0.71,0.5,1.84,0.66,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,0,30.23,3.45,0.53,3.18,0.58,4.6,0.57,0.43,1.73,0.76,Michael Johnson,1.78,155.0,1.85,27.57,3.53,0.41,7.16,0.56,0.63,1.0,0.64,0.0,0.52,0,0,0,1,0,0,0,0,1,0
Gleison Tibau,1.78,155.0,1.8,1,30.77,3.36,0.5,3.88,0.48,3.6,0.5,0.5,1.2,0.76,Pat Healy,1.83,155.0,1.88,30.99,6.64,0.48,6.64,0.48,2.29,0.28,0.28,0.51,0.63,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,30.94,4.63,0.51,4.79,0.45,4.79,0.57,0.33,1.2,0.77,Piotr Hallmann,1.75,155.0,1.8,27.05,7.01,0.57,5.18,0.48,2.74,0.38,0.31,0.3,0.82,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,1,31.28,3.94,0.49,5.25,0.49,4.31,0.5,0.33,0.39,0.77,Norman Parke,1.8,155.0,1.78,28.07,5.44,0.44,5.44,0.44,1.4,0.21,0.21,0.0,0.79,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,0,31.4,3.55,0.43,4.64,0.44,3.2,0.44,0.0,0.0,0.76,Tony Ferguson,1.8,155.0,1.93,31.05,5.15,0.53,5.15,0.53,0.99,0.67,0.67,1.98,0.91,0,0,0,1,0,0,1,0,0,0
Gleison Tibau,1.78,155.0,1.8,0,34.29,2.46,0.32,3.41,0.36,4.26,0.46,0.21,1.42,0.75,Islam Makhachev,1.78,155.0,1.78,26.23,5.23,0.68,2.56,0.53,4.57,0.86,0.67,1.14,1.0,0,0,0,1,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,33.25,12.12,0.62,10.27,0.6,3.79,1.0,0.75,2.53,0.89,Rampage Jackson,1.85,205.0,1.85,34.6,3.02,0.54,4.31,0.59,0.49,0.33,0.45,0.0,0.76,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,33.57,9.19,0.56,6.55,0.47,4.46,1.0,0.38,1.12,0.89,James Te Huna,1.88,185.0,1.9,31.65,10.21,0.64,5.56,0.43,2.28,0.36,0.14,0.0,0.65,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,33.85,9.22,0.57,6.34,0.47,4.57,0.9,0.38,1.52,0.85,Ryan Bader,1.88,205.0,1.88,30.25,5.29,0.6,5.2,0.59,2.54,0.44,0.44,0.63,0.89,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,34.03,8.67,0.58,6.48,0.48,4.91,0.71,0.38,0.98,0.86,Patrick Cummins,1.88,205.0,1.93,32.98,6.13,0.4,9.52,0.55,9.68,0.67,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,34.03,7.74,0.54,5.23,0.42,3.93,0.58,0.0,0.56,0.82,Patrick Cummins,1.88,205.0,1.93,32.98,6.13,0.4,9.52,0.55,9.68,0.67,0.0,0.0,2.0,0,1,0,0,0,0,1,0,0,0
Patrick Cummins,1.88,205.0,1.93,0,32.98,6.13,0.4,9.52,0.55,9.68,0.67,0.0,0.0,2.0,Glover Teixeira,1.88,205.0,1.93,34.03,7.74,0.54,5.23,0.42,3.93,0.58,0.0,0.56,0.82,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,0,34.49,9.08,0.58,6.91,0.48,1.67,0.25,0.5,0.84,0.83,Jon Jones,1.93,205.0,2.13,26.77,5.45,0.6,3.45,0.53,1.28,0.3,0.19,0.21,1.0,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,0,34.99,5.03,0.45,6.72,0.55,0.37,0.09,0.5,0.0,0.79,Phil Davis,1.88,205.0,2.01,30.08,3.63,0.34,1.62,0.22,1.93,0.28,0.14,0.55,0.79,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,35.78,3.76,0.42,6.95,0.54,0.0,0.0,0.52,0.0,0.81,Ovince Saint Preux,1.91,205.0,2.03,32.33,2.05,0.4,3.19,0.56,1.59,0.57,0.4,0.4,0.67,0,1,0,0,0,0,0,0,1,0
Glover Teixeira,1.88,205.0,1.93,1,36.03,4.48,0.51,5.74,0.54,1.26,0.33,0.48,0.25,0.8,Patrick Cummins,1.88,205.0,1.93,34.97,7.52,0.62,5.97,0.64,6.92,0.55,0.42,0.0,0.7,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,36.03,4.48,0.51,6.1,0.57,1.26,0.33,0.43,0.25,0.81,Patrick Cummins,1.88,205.0,1.93,34.97,7.52,0.62,5.97,0.64,6.92,0.55,0.42,0.0,0.7,0,1,0,0,0,0,1,0,0,0
Patrick Cummins,1.88,205.0,1.93,0,34.97,7.75,0.67,6.05,0.67,7.56,0.55,0.54,0.0,0.67,Glover Teixeira,1.88,205.0,1.93,36.03,4.48,0.51,6.1,0.57,1.26,0.33,0.43,0.25,0.81,0,1,0,0,0,0,1,0,0,0
Patrick Cummins,1.88,205.0,1.93,0,34.97,7.52,0.62,5.97,0.64,6.92,0.55,0.42,0.0,0.7,Glover Teixeira,1.88,205.0,1.93,36.03,4.48,0.51,6.1,0.57,1.26,0.33,0.43,0.25,0.81,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,36.47,6.41,0.61,5.96,0.51,1.85,0.45,0.46,0.37,0.82,Rashad Evans,1.83,205.0,1.9,36.56,3.0,0.42,3.93,0.43,0.61,0.11,0.12,0.0,0.69,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,37.29,8.74,0.54,7.35,0.48,0.0,0.0,0.57,0.0,0.77,Jared Cannonier,1.8,185.0,1.96,32.91,6.51,0.69,7.04,0.61,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,1
Glover Teixeira,1.88,205.0,1.93,1,38.14,4.8,0.52,2.91,0.46,1.57,0.5,0.2,0.39,0.78,Misha Cirkunov,1.91,205.0,1.96,30.8,6.23,0.55,6.63,0.58,3.92,0.5,0.45,1.96,0.69,0,1,0,0,0,0,1,0,0,0
Glover Teixeira,1.88,205.0,1.93,1,39.23,3.99,0.52,2.82,0.47,1.39,0.38,0.11,0.84,0.79,Karl Roberson,1.85,185.0,1.88,28.29,5.59,0.69,5.59,0.69,1.92,0.75,0.75,1.28,0.88,0,1,0,0,0,0,0,0,1,0
Glover Teixeira,1.88,205.0,1.93,1,39.5,2.89,0.47,3.34,0.49,1.07,0.23,0.11,1.07,0.8,Ion Cutelaba,1.85,205.0,1.9,25.37,5.52,0.37,4.56,0.57,0.0,0.0,0.33,0.0,0.76,0,1,0,0,0,0,0,0,1,0
Glover Teixeira,1.88,205.0,1.93,1,39.88,3.2,0.58,5.15,0.57,1.01,0.13,0.0,2.02,0.81,Nikita Krylov,1.91,205.0,1.96,27.52,6.95,0.62,4.91,0.57,1.77,0.6,0.45,1.77,0.81,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,1,25.55,4.93,0.57,4.0,0.6,0.0,0.0,0.0,1.0,1.29,Milton Vieira,1.83,145.0,1.83,34.3,4.47,0.57,4.47,0.57,1.0,0.33,0.33,0.0,0.59,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,0,26.36,6.02,0.64,4.24,0.65,0.45,0.14,0.6,0.45,1.11,Sam Sicilia,1.73,145.0,1.7,27.77,6.02,0.51,4.74,0.46,2.73,1.0,0.33,0.0,0.67,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,0,26.36,5.85,0.64,4.14,0.65,0.43,0.11,0.5,0.43,0.91,Sam Sicilia,1.73,145.0,1.7,27.77,6.02,0.51,4.74,0.46,2.73,1.0,0.33,0.0,0.67,0,1,0,0,0,0,1,0,0,0
Sam Sicilia,1.73,145.0,1.7,1,27.77,5.18,0.44,5.18,0.44,1.62,1.0,1.0,0.0,0.73,Godofredo Pepey,1.7,145.0,1.85,26.36,5.85,0.64,4.14,0.65,0.43,0.11,0.5,0.43,0.91,0,1,0,0,0,0,1,0,0,0
Sam Sicilia,1.73,145.0,1.7,1,27.77,6.02,0.51,4.74,0.46,2.73,1.0,0.33,0.0,0.67,Godofredo Pepey,1.7,145.0,1.85,26.36,5.85,0.64,4.14,0.65,0.43,0.11,0.5,0.43,0.91,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,0,28.35,1.91,0.4,3.65,0.59,0.0,0.0,0.2,3.73,0.86,Sam Sicilia,1.73,145.0,1.7,29.76,3.74,0.48,3.44,0.49,1.68,1.0,0.09,2.24,0.68,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,0,28.35,1.91,0.4,2.49,0.52,0.0,0.0,0.0,3.73,0.81,Sam Sicilia,1.73,145.0,1.7,29.76,3.74,0.48,3.44,0.49,1.68,1.0,0.09,2.24,0.68,0,1,0,0,0,0,1,0,0,0
Sam Sicilia,1.73,145.0,1.7,1,29.76,4.42,0.56,4.57,0.59,2.62,0.7,0.35,1.87,0.67,Godofredo Pepey,1.7,145.0,1.85,28.35,1.91,0.4,2.49,0.52,0.0,0.0,0.0,3.73,0.81,0,1,0,0,0,0,1,0,0,0
Sam Sicilia,1.73,145.0,1.7,1,29.76,3.74,0.48,3.44,0.49,1.68,1.0,0.09,2.24,0.68,Godofredo Pepey,1.7,145.0,1.85,28.35,1.91,0.4,2.49,0.52,0.0,0.0,0.0,3.73,0.81,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,1,29.23,3.7,0.67,4.35,0.7,0.0,0.0,0.2,2.08,0.76,Mike de la Torre,1.8,145.0,1.8,30.01,8.35,0.59,7.54,0.56,0.43,0.17,0.08,0.0,0.7,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,0,30.06,4.76,0.66,4.94,0.68,0.7,0.17,0.33,2.8,0.72,Shane Burgos,1.8,145.0,1.9,26.34,6.86,0.46,5.74,0.4,0.56,1.0,0.08,0.0,1.0,0,1,0,0,0,0,1,0,0,0
Godofredo Pepey,1.7,145.0,1.85,0,30.57,4.32,0.46,7.08,0.62,0.43,0.06,1.0,1.73,0.74,Mirsad Bektic,1.73,145.0,1.78,26.95,10.42,0.74,6.44,0.69,5.11,0.54,0.41,0.79,0.75,0,1,0,0,0,0,1,0,0,0
Gokhan Saki,1.83,205.0,1.85,0,34.72,8.42,0.61,4.42,0.46,0.0,0.0,0.0,0.0,0.0,Khalil Rountree Jr.,1.85,205.0,1.93,28.36,3.89,0.37,6.02,0.66,0.0,0.0,0.67,0.6,0.7,0,1,0,0,0,0,0,0,1,0
Goran Reljic,1.91,205.0,2.06,0,26.29,3.4,0.55,3.35,0.53,0.65,1.0,1.0,1.94,0.8,Kendall Grove,1.98,185.0,2.01,27.64,5.01,0.64,4.55,0.59,0.53,1.0,0.35,3.18,0.52,0,0,0,1,0,0,1,0,0,0
Goran Reljic,1.91,205.0,2.06,0,26.65,2.77,0.49,4.21,0.55,1.57,0.67,1.0,1.57,0.73,Krzysztof Soszynski,1.85,205.0,1.96,33.28,4.35,0.39,5.63,0.44,0.4,0.12,0.36,0.0,0.67,0,0,0,1,0,1,0,0,0,0
Grant Dawson,1.78,145.0,1.83,1,25.24,5.73,0.52,4.67,0.64,6.0,0.55,0.0,1.0,0.93,Michael Trizano,1.8,155.0,1.8,27.38,3.67,0.53,3.67,0.53,1.0,0.5,0.5,1.0,0.89,0,0,0,0,1,0,1,0,0,0
Gray Maynard,1.75,155.0,1.78,1,29.47,3.62,0.53,3.52,0.52,5.47,0.92,0.92,1.49,0.45,Rich Clementi,1.75,155.0,1.83,32.57,6.85,0.66,3.18,0.42,3.51,0.48,0.6,2.46,0.66,0,1,0,0,0,0,0,0,1,0
Gray Maynard,1.75,155.0,1.78,1,29.83,3.88,0.55,2.79,0.48,5.32,0.84,0.92,1.66,0.42,Jim Miller,1.73,155.0,1.8,25.52,5.51,0.61,2.82,0.58,4.77,0.75,0.67,3.71,0.86,0,1,0,0,0,0,0,0,1,0
Gray Maynard,1.75,155.0,1.78,1,30.36,3.85,0.54,2.57,0.42,4.25,0.85,0.55,1.25,0.46,Roger Huerta,1.75,155.0,1.78,26.33,7.64,0.54,7.64,0.54,2.49,0.54,0.54,0.0,0.77,0,1,0,0,0,0,1,0,0,0
Gray Maynard,1.75,155.0,1.78,1,30.68,3.25,0.49,2.28,0.32,4.5,0.72,0.5,0.75,0.43,Nate Diaz,1.83,170.0,1.93,24.74,5.27,0.55,5.27,0.55,2.65,0.36,0.36,0.99,0.65,0,1,0,0,0,0,0,0,1,0
Gray Maynard,1.75,155.0,1.78,1,31.31,3.68,0.46,3.12,0.31,2.25,0.6,0.0,0.75,0.4,Kenny Florian,1.78,145.0,1.88,34.26,5.35,0.47,4.1,0.45,1.04,0.14,0.1,1.04,0.71,0,1,0,0,0,0,0,0,1,0
Gray Maynard,1.75,155.0,1.78,0,34.05,2.91,0.33,2.74,0.32,1.61,0.26,0.14,0.36,0.53,TJ Grant,1.78,155.0,1.83,29.24,8.65,0.61,8.65,0.61,1.59,0.42,0.42,1.28,0.8,0,1,0,0,0,0,1,0,0,0
Gray Maynard,1.75,155.0,1.78,0,35.27,2.96,0.31,3.18,0.32,0.84,0.14,0.14,0.42,0.55,Ross Pearson,1.73,155.0,1.75,29.89,4.26,0.52,3.9,0.45,0.82,0.67,0.22,0.0,0.58,0,1,0,0,0,0,1,0,0,0
Gray Maynard,1.75,155.0,1.78,0,39.41,2.4,0.31,2.94,0.35,1.54,0.17,0.12,0.31,0.59,Nik Lentz,1.73,155.0,1.73,34.15,4.7,0.56,4.9,0.59,1.62,0.33,0.41,0.97,0.69,0,1,0,0,0,0,1,0,0,0
Greg Hardy,1.96,265.0,2.03,1,30.98,5.35,0.5,5.35,0.5,0.0,0.0,0.0,0.0,0.75,Juan Adams,1.96,265.0,2.03,27.51,8.78,0.58,8.78,0.58,1.16,1.0,1.0,0.0,0.67,0,1,0,0,0,0,1,0,0,0
Greg Soto,1.8,170.0,1.85,1,24.24,5.48,0.78,8.0,0.66,0.0,0.0,0.67,0.0,0.88,Nick Osipczak,1.88,170.0,1.93,25.66,5.71,0.7,6.89,0.65,1.04,0.5,0.3,1.04,0.67,0,1,0,0,0,0,1,0,0,0
Gregor Gillespie,1.7,155.0,1.8,1,30.84,7.69,0.64,7.69,0.64,4.89,0.26,0.26,0.0,0.89,Jason Gonzalez,1.88,155.0,1.88,27.55,2.48,0.29,2.48,0.29,0.0,0.0,0.0,2.65,0.71,0,1,0,0,0,0,0,0,1,0
Gregor Gillespie,1.7,155.0,1.8,1,31.21,6.75,0.59,6.44,0.62,5.99,0.36,0.26,0.67,0.9,Jordan Rinaldi,1.78,145.0,1.83,30.34,2.94,0.52,2.94,0.52,1.76,0.29,0.29,1.76,0.72,0,1,0,0,0,0,1,0,0,0
Gregor Gillespie,1.7,155.0,1.8,1,31.55,7.11,0.6,5.57,0.61,5.49,0.37,0.26,0.55,0.91,Vinc Pichel,1.78,155.0,1.83,35.52,5.39,0.52,5.39,0.52,5.24,0.63,0.63,0.31,0.83,0,1,0,0,0,0,1,0,0,0
Gregor Gillespie,1.7,155.0,1.8,1,32.18,5.37,0.58,3.64,0.6,8.41,0.71,0.0,2.1,0.92,Yancy Medeiros,1.78,155.0,1.9,31.37,5.19,0.4,5.19,0.4,0.5,1.0,1.0,0.5,0.75,0,1,0,0,0,0,1,0,0,0
Gregor Gillespie,1.7,155.0,1.8,0,32.97,5.77,0.64,2.26,0.54,8.7,0.64,0.0,1.45,0.92,Kevin Lee,1.75,170.0,1.96,27.16,5.8,0.52,6.07,0.54,3.0,0.44,0.52,0.0,0.77,0,1,0,0,0,0,1,0,0,0
Guido Cannetti,1.68,135.0,1.73,1,35.62,5.35,0.49,7.73,0.6,2.23,0.5,0.0,0.0,0.67,Hugo Viana,1.68,135.0,1.7,32.85,3.98,0.4,2.97,0.37,0.0,0.0,0.22,0.0,0.64,0,0,0,1,0,0,1,0,0,0
Guido Cannetti,1.68,135.0,1.73,0,38.07,3.82,0.59,4.33,0.61,3.45,0.56,0.07,0.0,0.6,Kyung Ho Kang,1.75,135.0,1.85,30.35,5.71,0.66,3.29,0.57,2.55,0.71,0.41,1.53,0.67,0,0,0,1,0,0,1,0,0,0
Guido Cannetti,1.68,135.0,1.73,0,38.91,3.58,0.58,3.99,0.63,2.52,0.5,0.15,0.36,0.58,Marlon Vera,1.73,135.0,1.78,25.96,4.48,0.44,4.24,0.44,0.36,0.25,0.5,0.71,0.76,0,0,0,1,0,0,0,0,0,1
Gunnar Nelson,1.8,170.0,1.83,1,24.56,4.48,0.94,4.48,0.94,4.2,1.0,1.0,8.4,0.82,Jorge Santiago,1.85,170.0,1.88,32.36,1.85,0.4,1.85,0.4,0.35,0.14,0.14,1.05,0.69,0,0,0,0,1,0,1,0,0,0
Gunnar Nelson,1.8,170.0,1.83,1,25.61,3.39,0.61,3.66,0.45,2.42,0.6,1.0,1.62,0.75,Omari Akhmedov,1.83,185.0,1.85,26.4,6.25,0.73,6.25,0.67,4.26,0.2,0.33,4.26,0.92,0,0,0,0,1,0,1,0,0,0
Gunnar Nelson,1.8,170.0,1.83,1,25.97,3.8,0.65,3.28,0.45,2.59,0.67,1.0,1.94,0.77,Zak Cummings,1.83,185.0,1.9,29.96,3.21,0.49,3.21,0.49,3.88,0.83,0.83,1.55,0.8,0,0,0,0,1,0,0,0,1,0
Gunnar Nelson,1.8,170.0,1.83,0,26.19,3.37,0.66,2.94,0.39,2.27,0.71,0.5,1.82,0.71,Rick Story,1.75,170.0,1.8,30.1,5.23,0.46,5.23,0.46,2.3,0.57,0.57,0.29,0.68,0,0,0,0,1,0,0,0,1,0
Gunnar Nelson,1.8,170.0,1.83,0,28.97,2.66,0.72,2.66,0.72,1.88,0.8,0.8,1.41,0.68,Santiago Ponzinibbio,1.83,170.0,1.85,30.8,5.51,0.46,4.86,0.39,0.0,0.0,0.2,0.0,0.96,0,0,0,0,1,0,1,0,0,0
Gunnar Nelson,1.8,170.0,1.83,0,30.63,3.36,0.75,3.45,0.73,3.04,0.56,0.56,1.82,0.71,Leon Edwards,1.88,170.0,1.88,27.56,4.39,0.59,3.72,0.61,1.5,0.29,0.29,0.64,0.89,0,0,0,0,1,0,0,0,1,0
