weightclass_Bantamweight_x,weightclass_Catch Weight_x,weightclass_Featherweight_x,weightclass_Flyweight_x,weightclass_Heavyweight_x,weightclass_Light Heavyweight_x,weightclass_Lightweight_x,weightclass_Middleweight_x,weightclass_Open Weight_x,weightclass_Strawweight_x,weightclass_Super Heavyweight_x,weightclass_Welterweight_x,stance_Open Stance_x,stance_Orthodox_x,stance_Sideways_x,stance_Southpaw_x,stance_Switch_x,weightclass_Bantamweight_y,weightclass_Catch Weight_y,weightclass_Featherweight_y,weightclass_Flyweight_y,weightclass_Heavyweight_y,weightclass_Light Heavyweight_y,weightclass_Lightweight_y,weightclass_Middleweight_y,weightclass_Open Weight_y,weightclass_Strawweight_y,weightclass_Super Heavyweight_y,weightclass_Welterweight_y,stance_Open Stance_y,stance_Orthodox_y,stance_Sideways_y,stance_Southpaw_y,stance_Switch_y,fx_win,height_diff,weight_diff,reach_diff,kds_sum_diff,sub_att_sum_diff,pass_sum_diff,rev_sum_diff,tds_succ_sum_diff,tds_att_sum_diff,tot_str_succ_sum_diff,tot_str_att_sum_diff,sig_str_head_succ_sum_diff,sig_str_head_att_sum_diff,sig_str_body_succ_sum_diff,sig_str_body_att_sum_diff,sig_str_leg_succ_sum_diff,sig_str_leg_att_sum_diff,sig_str_dist_succ_sum_diff,sig_str_dist_att_sum_diff,sig_str_clinch_succ_sum_diff,sig_str_clinch_att_sum_diff,sig_str_ground_succ_sum_diff,sig_str_ground_att_sum_diff,fight_time_sum_diff,kds_per_min_diff,sub_att_per_min_diff,pass_per_min_diff,rev_per_min_diff,tds_acc_diff,tds_succ_per_min_diff,tds_att_per_min_diff,tot_str_acc_diff,tot_str_succ_per_min_diff,tot_str_att_per_min_diff,sig_str_head_acc_diff,sig_str_head_succ_per_min_diff,sig_str_head_att_per_min_diff,sig_str_body_acc_diff,sig_str_body_succ_per_min_diff,sig_str_body_att_per_min_diff,sig_str_leg_acc_diff,sig_str_leg_succ_per_min_diff,sig_str_leg_att_per_min_diff,sig_str_dist_acc_diff,sig_str_dist_succ_per_min_diff,sig_str_dist_att_per_min_diff,sig_str_clinch_acc_diff,sig_str_clinch_succ_per_min_diff,sig_str_clinch_att_per_min_diff,sig_str_ground_acc_diff,sig_str_ground_succ_per_min_diff,sig_str_ground_att_per_min_diff,age_diff,ufc_wins_diff,ufc_losses_diff,ufc_draws_diff
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.07999999999999985,0.0,-0.1499999999999999,0.0,-2.0,-1.0,0.0,-1.0,-3.0,-93.0,-206.0,-90.0,-208.0,1.0,3.0,0.0,3.0,-68.0,-174.0,-4.0,-3.0,-17.0,-25.0,0.9100000000000037,0.0,-0.09,-0.05,0.0,-0.25,-0.05,-0.15,-0.010000000000000009,-4.42,-9.79,-0.19999999999999998,-4.2,-9.77,-0.050000000000000044,0.020000000000000018,0.09999999999999998,-0.23000000000000004,-0.010000000000000009,0.12,-0.09000000000000002,-3.1999999999999997,-8.23,-0.1499999999999999,-0.2,-0.16000000000000003,-0.68,-0.79,-1.16,12.220000000000002,4,3,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.050000000000000044,0.0,-0.11999999999999988,2.0,0.0,-1.0,-1.0,-2.0,-2.0,-15.0,-57.0,-24.0,-65.0,-14.0,-14.0,12.0,11.0,-39.0,-87.0,-2.0,-2.0,15.0,21.0,-2.969999999999999,0.07,0.0,-0.03,-0.03,-0.5,-0.07,-0.06,0.06999999999999995,0.04999999999999982,-0.9900000000000002,0.019999999999999962,-0.5899999999999999,-1.6500000000000004,-0.08000000000000007,-0.3700000000000001,-0.32999999999999985,0.13,0.48000000000000004,0.44000000000000006,0.009999999999999953,-1.04,-2.34,-0.020000000000000018,0.0,0.020000000000000018,-0.25,0.5700000000000001,0.79,7.009999999999998,-1,-1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.020000000000000018,0.0,-0.07000000000000006,0.0,0.0,-2.0,0.0,-1.0,-4.0,21.0,43.0,6.0,22.0,16.0,20.0,14.0,15.0,23.0,37.0,6.0,9.0,7.0,11.0,-1.4399999999999977,0.0,0.0,-0.1,0.0,-0.25,-0.05,-0.2,-0.030000000000000027,1.4100000000000001,2.76,0.0,0.3899999999999999,1.4000000000000004,0.35999999999999993,0.87,1.1099999999999999,-0.06000000000000005,0.77,0.8200000000000001,0.16000000000000003,1.29,2.2,0.010000000000000009,0.35,0.53,0.58,0.38,0.6,0.990000000000002,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.07000000000000006,0.0,-0.09999999999999987,0.0,0.0,-3.0,0.0,-6.0,-8.0,-172.0,-223.0,-59.0,-102.0,-14.0,-16.0,1.0,-2.0,-47.0,-86.0,5.0,7.0,-30.0,-41.0,-20.449999999999996,0.0,0.0,-0.1,0.0,-0.75,-0.2,-0.27,-0.08999999999999997,-2.09,-1.8000000000000007,-0.15000000000000002,-0.9600000000000002,-0.7599999999999998,-0.039999999999999925,0.6000000000000001,0.8200000000000001,0.18000000000000005,0.9600000000000001,0.94,-0.040000000000000036,0.08000000000000007,0.4900000000000002,-0.07000000000000006,1.52,1.7999999999999998,-0.71,-1.0,-1.2999999999999998,5.340000000000003,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,-0.06999999999999984,0.0,-3.0,-1.0,-1.0,-4.0,-4.0,-123.0,-178.0,-30.0,-79.0,-20.0,-22.0,-6.0,-6.0,-37.0,-83.0,-16.0,-19.0,-3.0,-5.0,-20.029999999999994,0.0,-0.14,-0.05,-0.05,-0.8,-0.19,1.25,-0.56,-4.5,5.85,-0.35,-1.45,6.299999999999999,-0.91,-0.97,-1.06,-0.45,1.15,4.050000000000001,-0.30999999999999994,-0.3500000000000001,10.44,-0.84,-0.77,-0.92,-0.6,-0.14,-0.24,-2.1499999999999986,-4,-4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.050000000000000044,0.0,-0.09999999999999987,0.0,0.0,-1.0,-1.0,-2.0,-2.0,-71.0,-78.0,-7.0,-10.0,0.0,0.0,0.0,0.0,-2.0,-4.0,1.0,1.0,-6.0,-7.0,-6.010000000000002,0.0,0.0,-0.12,-0.12,-1.0,-0.25,-0.25,-0.6699999999999999,-8.389999999999999,-7.850000000000001,-0.33,-0.51,0.5099999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,-0.25,0.9099999999999999,1.0,0.47,0.47,-0.86,-0.74,-0.86,-4.129999999999999,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.1299999999999999,0.0,-0.06999999999999984,-2.0,-1.0,2.0,0.0,3.0,11.0,16.0,67.0,23.0,73.0,1.0,-2.0,-13.0,-12.0,11.0,62.0,-1.0,-5.0,1.0,2.0,-2.0400000000000063,-0.11,-0.06,0.13,0.0,0.23,0.19,0.71,-0.09999999999999998,1.37,4.950000000000001,0.05000000000000002,1.5599999999999998,5.040000000000001,0.29999999999999993,0.09999999999999998,-0.06,-0.5,-0.72,-0.65,-0.08000000000000002,0.8500000000000001,4.379999999999999,0.17000000000000004,-0.010000000000000009,-0.21000000000000008,-0.17000000000000004,0.1,0.16,0.6999999999999993,0,0,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08000000000000007,0.0,-0.020000000000000018,0.0,0.0,0.0,0.0,1.0,-2.0,-97.0,-169.0,-35.0,-84.0,-11.0,-11.0,-40.0,-61.0,-62.0,-125.0,-17.0,-22.0,-7.0,-9.0,-23.740000000000002,0.0,0.0,0.0,0.0,0.5,0.24,0.33999999999999997,-0.20999999999999996,0.5899999999999999,9.200000000000001,-0.11000000000000001,1.59,9.6,-0.55,-0.19,0.41999999999999993,-0.07999999999999996,-0.41000000000000014,-0.3599999999999999,-0.14999999999999997,1.65,9.77,-0.47000000000000003,-0.4,0.22999999999999998,-0.78,-0.25,-0.32,-4.34,0,-1,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.050000000000000044,0.0,-0.10000000000000009,0.0,-1.0,0.0,-1.0,-1.0,-5.0,-25.0,-19.0,-13.0,-8.0,-1.0,-1.0,4.0,8.0,-4.0,2.0,5.0,9.0,-11.0,-12.0,-19.65,0.0,0.09,0.30999999999999994,-0.03,0.09000000000000002,0.35,0.59,-0.13999999999999996,1.6400000000000001,6.58,-0.11000000000000004,1.2799999999999998,5.62,-0.09999999999999998,0.09,0.27999999999999997,-0.43999999999999995,0.44999999999999996,0.84,-0.04999999999999999,1.5799999999999998,5.8199999999999985,0.5,0.48,0.94,-0.38999999999999996,-0.24,-0.020000000000000018,-3.5799999999999983,-3,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.050000000000000044,0.0,-0.050000000000000044,0.0,0.0,0.0,0.0,0.0,-1.0,30.0,-39.0,-6.0,-68.0,-2.0,-11.0,1.0,0.0,-20.0,-93.0,2.0,2.0,11.0,12.0,-7.979999999999997,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,0.49000000000000005,6.93,3.6899999999999995,0.30000000000000004,0.7400000000000002,-2.34,0.42,0.24,-0.2799999999999999,0.12,0.6699999999999999,0.6099999999999999,0.23000000000000004,-0.18999999999999995,-4.000000000000001,1.0,0.28,0.28,0.92,1.57,1.71,0.39000000000000057,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,-0.050000000000000044,0.0,-0.07000000000000006,0.0,-1.0,-5.0,0.0,-5.0,-7.0,56.0,89.0,-3.0,19.0,11.0,16.0,19.0,22.0,33.0,68.0,5.0,2.0,-11.0,-13.0,1.730000000000011,0.0,-0.06,-0.31,0.0,-0.71,-0.31,-0.43,0.0,2.74,4.36,-0.13000000000000006,-0.4299999999999997,0.5899999999999999,-0.25,0.59,0.8700000000000001,0.86,1.06,1.23,0.040000000000000036,1.7299999999999998,3.5100000000000002,0.75,0.28,0.09000000000000002,0.020000000000000018,-0.77,-0.9,-2.070000000000004,-13,-8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.050000000000000044,0.0,-0.13000000000000012,0.0,0.0,-11.0,-2.0,-6.0,-9.0,2.0,27.0,-16.0,-3.0,7.0,11.0,29.0,37.0,36.0,63.0,-13.0,-14.0,-3.0,-4.0,0.0,0.0,0.0,-0.73,-0.13,-0.67,-0.4,-0.6,-0.14,0.13999999999999968,1.799999999999999,-0.27999999999999997,-1.0699999999999998,-0.20000000000000018,-0.06000000000000005,0.46999999999999986,0.73,-0.19999999999999996,1.9300000000000002,2.46,-0.010000000000000009,2.3999999999999995,4.199999999999999,-0.81,-0.87,-0.9400000000000001,-0.75,-0.2,-0.27,0.4400000000000013,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,-0.020000000000000018,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,-17.0,-7.0,0.0,5.0,0.0,0.0,8.0,12.0,7.0,10.0,1.0,7.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,-0.19,-1.1300000000000001,-0.46999999999999975,-0.020000000000000004,0.0,0.32999999999999985,0.0,0.0,0.0,0.67,0.53,0.8,0.16,0.47,0.6700000000000002,-0.37000000000000005,0.07,0.47000000000000003,0.0,0.0,0.0,-10.21,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07000000000000006,-10.0,0.1299999999999999,0.0,-3.0,2.0,-1.0,-4.0,-4.0,61.0,83.0,20.0,39.0,12.0,12.0,4.0,4.0,2.0,11.0,13.0,9.0,21.0,35.0,-2.280000000000001,0.0,-0.16,0.16,-0.06,-0.27,-0.21999999999999997,-0.19,0.08999999999999997,4.3100000000000005,5.93,0.04999999999999999,1.42,2.8,0.28,0.83,0.8399999999999999,0.32999999999999996,0.27,0.28,-0.08999999999999997,0.19,0.8900000000000001,0.6499999999999999,0.88,0.6600000000000001,-0.19999999999999996,1.44,2.38,12.449999999999996,0,-1,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.020000000000000018,0.0,-0.020000000000000018,-1.0,0.0,-5.0,1.0,-3.0,3.0,-13.0,-81.0,-30.0,-112.0,8.0,11.0,0.0,0.0,-10.0,-70.0,8.0,12.0,-20.0,-43.0,6.359999999999999,-0.05,0.0,-0.25,0.04,-0.47,-0.15,0.03999999999999998,0.12999999999999995,-1.8500000000000005,-5.87,0.04999999999999999,-1.7599999999999998,-6.180000000000001,0.0,0.19999999999999996,0.28,0.0,-0.030000000000000013,-0.05000000000000002,0.10999999999999999,-0.8899999999999999,-4.28,0.62,0.29,0.42,0.10999999999999999,-1.0,-2.1,12.490000000000002,-2,-1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.050000000000000044,0.0,0.029999999999999805,0.0,-1.0,0.0,0.0,0.0,4.0,172.0,219.0,16.0,49.0,1.0,1.0,5.0,7.0,9.0,22.0,8.0,23.0,5.0,12.0,11.42,0.0,-0.28,-0.21000000000000002,0.0,-0.8,-0.21000000000000002,0.04999999999999999,-0.07999999999999996,8.7,11.41,-0.16999999999999998,0.8499999999999999,2.84,0.050000000000000044,-0.57,-0.79,0.71,0.33,0.47,0.38,0.6,1.04,-0.56,-0.32000000000000006,0.6799999999999999,0.42,0.33,0.8,2.039999999999999,1,-1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,-0.050000000000000044,0.0,0.029999999999999805,0.0,1.0,1.0,-1.0,1.0,4.0,50.0,33.0,-20.0,-33.0,-18.0,-22.0,-4.0,-8.0,-7.0,-19.0,-24.0,-27.0,-11.0,-17.0,-11.039999999999996,0.0,0.05,0.05,-0.03,0.2,0.05,0.24000000000000002,0.1100000000000001,5.84,6.31,-0.09000000000000002,-0.27,0.020000000000000018,0.030000000000000027,-0.48000000000000004,-0.6,0.10999999999999999,-0.03999999999999998,-0.13,0.010000000000000009,-0.039999999999999925,-0.1299999999999999,-0.21000000000000002,-0.55,-0.32999999999999985,-0.07999999999999996,-0.21000000000000002,-0.2500000000000001,-8.390000000000004,0,-2,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,-0.050000000000000044,15.0,0.0,-1.0,0.0,5.0,0.0,4.0,6.0,187.0,247.0,19.0,62.0,7.0,17.0,2.0,4.0,4.0,23.0,17.0,48.0,7.0,12.0,13.599999999999994,-0.45,0.0,-0.07,0.0,-0.29000000000000004,-0.13,-0.010000000000000009,0.050000000000000044,6.400000000000001,7.869999999999999,-0.20999999999999996,-1.8900000000000001,-1.5099999999999998,-0.56,0.06,0.69,0.5,0.13,0.25,-0.3,-0.13,0.68,-0.61,-0.09000000000000008,1.87,0.050000000000000044,-1.49,-3.1100000000000003,0.21999999999999886,3,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.10999999999999988,0.0,-0.1499999999999999,1.0,-2.0,-1.0,-1.0,1.0,1.0,11.0,29.0,3.0,19.0,3.0,5.0,-1.0,-1.0,2.0,13.0,3.0,5.0,0.0,5.0,3.6799999999999944,0.16,-0.74,-0.58,-0.37,0.5,0.16,-0.06,-0.31999999999999995,-1.2400000000000002,1.1500000000000004,-0.51,-0.3799999999999999,1.91,0.6,0.47,0.78,-0.5,-0.37,-0.58,-0.26,-0.10999999999999999,1.1900000000000002,0.6,0.47,0.78,-0.62,-0.6300000000000001,0.1499999999999999,-5.139999999999997,4,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.10999999999999988,0.0,0.0,1.0,-1.0,3.0,0.0,3.0,0.0,49.0,64.0,15.0,29.0,4.0,4.0,-14.0,-13.0,-2.0,-5.0,2.0,12.0,5.0,13.0,2.9599999999999937,0.07,-0.09,0.21,0.0,0.75,0.21,-0.07,0.08999999999999997,2.8800000000000003,3.61,0.16999999999999998,0.96,1.6800000000000002,0.37999999999999995,0.25,0.21999999999999997,-0.88,-1.2,-1.1600000000000001,-0.020000000000000018,-0.27999999999999997,-0.77,-0.43000000000000005,-0.04999999999999993,0.6300000000000001,0.38,0.34,0.89,-5.530000000000001,5,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.07000000000000006,0.0,0.07999999999999985,-1.0,0.0,3.0,0.0,1.0,-1.0,190.0,295.0,24.0,104.0,13.0,25.0,11.0,16.0,27.0,95.0,23.0,48.0,-2.0,2.0,21.749999999999996,-0.43,0.0,0.12,0.0,0.6699999999999999,-0.35,-1.22,0.16999999999999998,3.579999999999999,2.83,-0.18,-2.54,-3.539999999999999,0.5,0.54,0.6500000000000001,0.010000000000000009,-0.32999999999999996,-0.51,0.13,0.33999999999999997,-1.5599999999999996,-0.18000000000000005,0.17000000000000004,0.8200000000000001,-0.43999999999999995,-2.83,-2.67,0.21999999999999886,3,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.050000000000000044,0.0,-0.020000000000000018,1.0,1.0,-3.0,0.0,-2.0,0.0,144.0,144.0,2.0,2.0,-8.0,-9.0,19.0,25.0,19.0,35.0,7.0,4.0,-13.0,-21.0,8.5,0.009999999999999995,0.06,-0.34,0.0,-1.0,-0.23,-0.11000000000000001,0.21999999999999997,3.3200000000000003,-0.9400000000000013,0.010000000000000009,-1.98,-5.619999999999999,-0.029999999999999916,-1.77,-2.12,-0.20999999999999996,0.8800000000000001,1.23,0.09999999999999998,0.18999999999999972,-1.2000000000000002,0.08999999999999997,-1.2400000000000002,-2.4999999999999996,0.17999999999999994,-1.83,-2.81,-1.4000000000000021,2,2,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.050000000000000044,0.0,0.029999999999999805,1.0,0.0,0.0,0.0,0.0,1.0,82.0,221.0,35.0,148.0,16.0,30.0,22.0,32.0,55.0,173.0,15.0,34.0,3.0,3.0,17.220000000000002,0.05,0.0,0.0,0.0,-0.16999999999999998,-0.8999999999999999,-1.74,-0.32999999999999996,0.0,5.8100000000000005,-0.26,0.1299999999999999,4.51,0.53,0.88,1.64,0.69,1.2,1.75,-0.18,2.12,7.68,0.44,0.82,1.86,0.30000000000000004,-0.73,-1.63,1.5599999999999987,7,3,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-0.07999999999999985,0.0,0.0,0.0,-2.0,0.0,-1.0,2.0,2.0,78.0,197.0,14.0,109.0,7.0,18.0,25.0,36.0,42.0,151.0,5.0,13.0,-1.0,-1.0,11.5,0.0,-0.13,-0.030000000000000006,-0.07,0.67,0.08,0.039999999999999994,-0.19000000000000006,1.1799999999999997,4.799999999999999,-0.19,0.13,3.0399999999999996,-0.22999999999999998,0.12,0.47,0.69,0.94,1.36,-0.12,1.21,4.800000000000001,0.02999999999999997,0.09999999999999998,0.22999999999999998,-0.07999999999999996,-0.12000000000000001,-0.16000000000000003,5.609999999999999,7,4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.020000000000000018,15.0,0.029999999999999805,0.0,2.0,7.0,0.0,0.0,0.0,188.0,179.0,4.0,-36.0,3.0,2.0,12.0,20.0,-27.0,-74.0,6.0,8.0,40.0,52.0,11.499999999999998,0.0,0.08,0.21000000000000002,0.0,0.0,-0.09000000000000001,-0.12000000000000002,0.32999999999999996,5.07,1.75,0.13999999999999996,-1.29,-5.67,0.32999999999999996,0.06,-0.04000000000000001,-0.35,0.36999999999999994,0.6699999999999999,-0.020000000000000018,-2.41,-6.84,-0.21999999999999997,0.19,0.27,0.2899999999999999,1.3399999999999999,1.5299999999999998,-4.98,7,5,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0.0,-20.0,0.0,-1.0,3.0,-1.0,0.0,-2.0,0.0,76.0,-63.0,-9.0,-150.0,-2.0,-1.0,-16.0,-21.0,-21.0,-150.0,-2.0,-9.0,-4.0,-13.0,-11.71,-0.03,0.19,-0.03,0.0,-1.0,-0.07,0.039999999999999994,0.36000000000000004,6.33,3.5600000000000005,0.17999999999999997,0.40000000000000013,-2.990000000000001,-0.12,0.06,0.19999999999999996,-0.08999999999999997,-0.22999999999999998,-0.15999999999999992,0.14,0.16000000000000014,-2.7299999999999995,0.07,0.10999999999999999,0.07999999999999996,0.36,-0.02999999999999997,-0.3,-4.050000000000001,6,1,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.030000000000000027,0.0,0.04999999999999982,0.0,-1.0,-1.0,0.0,-3.0,-5.0,-51.0,-75.0,-14.0,-37.0,-9.0,-9.0,-9.0,-7.0,-13.0,-34.0,2.0,6.0,-21.0,-25.0,-11.829999999999997,0.19,-0.06,-0.06,0.0,-0.43,-0.19,0.04999999999999999,-0.050000000000000044,1.9100000000000001,3.880000000000001,0.0,0.76,2.0600000000000005,-0.26,-0.010000000000000009,0.35,-0.32999999999999996,0.16000000000000003,0.65,-0.03999999999999998,0.28,1.3399999999999999,-0.17000000000000004,1.22,2.5700000000000003,0.14,-0.5900000000000001,-0.8400000000000001,-2.450000000000003,4,4,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.030000000000000027,0.0,-0.1299999999999999,0.0,0.0,0.0,0.0,-2.0,-1.0,171.0,254.0,20.0,79.0,1.0,3.0,8.0,16.0,41.0,110.0,-5.0,-3.0,-7.0,-9.0,15.0,0.0,0.0,0.0,0.0,-0.25,-0.13,-0.30000000000000004,-0.039999999999999925,3.7399999999999998,5.7299999999999995,-0.16999999999999998,0.10000000000000009,1.4699999999999998,-0.14,-0.23000000000000004,-0.19999999999999996,-0.18000000000000005,-0.27,-0.07000000000000006,-0.10000000000000003,0.73,2.43,-0.16999999999999993,-0.6699999999999999,-0.6400000000000001,-0.78,-0.47,-0.6,4.029999999999998,10,8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,-0.1499999999999999,-1.0,1.0,-3.0,0.0,-2.0,-2.0,0.0,-14.0,-8.0,-21.0,-9.0,-11.0,-1.0,-1.0,-3.0,-11.0,-12.0,-16.0,-3.0,-6.0,1.0500000000000007,-0.11,0.1,-0.34,0.0,-1.0,-0.22,-0.22,0.29999999999999993,-0.3400000000000003,-1.9300000000000002,-0.36,-0.89,-2.36,0.15000000000000002,-1.03,-1.25,-1.0,-0.11,-0.11,0.31000000000000005,-0.36000000000000004,-1.26,-0.75,-1.34,-1.79,-0.5,-0.34,-0.67,7.59,-3,0,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.020000000000000018,0.0,-0.050000000000000044,0.0,2.0,0.0,0.0,1.0,1.0,76.0,126.0,18.0,61.0,4.0,7.0,9.0,11.0,25.0,70.0,6.0,9.0,0.0,0.0,13.740000000000004,0.0,0.08,0.0,0.0,1.0,0.04,0.04,0.030000000000000027,2.21,3.58,0.26,0.72,1.9999999999999998,-0.38,0.11000000000000001,0.23,0.08999999999999997,0.020000000000000018,-0.09999999999999998,-0.030000000000000027,0.6100000000000001,1.82,0.6,0.24,0.31000000000000005,0.0,0.0,0.0,2.4800000000000004,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.020000000000000018,0.0,-0.10000000000000009,1.0,-1.0,1.0,-1.0,-7.0,-13.0,17.0,18.0,6.0,1.0,8.0,14.0,4.0,4.0,15.0,35.0,7.0,1.0,-4.0,-17.0,-16.800000000000004,0.08,0.1,0.19999999999999998,0.009999999999999995,-0.030000000000000027,-0.15,-0.26999999999999996,0.04999999999999993,4.3,7.17,0.07,1.47,3.51,-0.38,0.69,1.14,0.18999999999999995,0.38,0.43000000000000005,0.07,1.65,4.510000000000001,0.37999999999999995,0.8300000000000001,0.76,0.21000000000000008,0.08000000000000002,-0.18999999999999995,8.029999999999998,0,1,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-0.030000000000000027,-15.0,-0.050000000000000044,1.0,4.0,0.0,2.0,-3.0,-3.0,45.0,43.0,-16.0,-25.0,3.0,3.0,-3.0,-3.0,4.0,13.0,2.0,3.0,-22.0,-41.0,9.93,0.05,0.19,-0.12,0.05000000000000002,-0.75,-0.26,-0.3,0.15000000000000002,0.019999999999999574,-1.3899999999999997,-0.12,-1.9100000000000001,-3.5600000000000005,0.10999999999999999,0.020000000000000018,-0.019999999999999962,0.0,-0.3,-0.3,0.0,0.07,0.20000000000000007,-0.050000000000000044,-0.06999999999999995,-0.06,0.04999999999999993,-2.1900000000000004,-4.0200000000000005,8.100000000000001,1,2,0
0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.050000000000000044,0.0,-0.1200000000000001,0.0,2.0,1.0,3.0,0.0,-10.0,23.0,-42.0,-27.0,-91.0,-5.0,-9.0,-3.0,-3.0,-26.0,-81.0,-1.0,-4.0,-8.0,-18.0,1.6999999999999886,0.0,0.09,0.04000000000000001,0.14,0.42,0.0,-0.5,0.33999999999999997,0.71,-2.5600000000000005,0.030000000000000027,-1.3499999999999999,-4.569999999999999,0.32999999999999996,-0.25,-0.44999999999999996,-1.0,-0.15,-0.15,-0.15,-1.2899999999999998,-4.04,0.22999999999999998,-0.06999999999999998,-0.21999999999999997,0.12,-0.4,-0.8999999999999999,-0.8500000000000014,-12,1,0
