height_x,weight_x,reach_x,fight_time_sum_x,kds_per_min_x,sub_att_per_min_x,pass_per_min_x,rev_per_min_x,tds_acc_x,tds_succ_per_min_x,tds_att_per_min_x,tot_str_acc_x,tot_str_succ_per_min_x,tot_str_att_per_min_x,sig_str_head_acc_x,sig_str_head_succ_per_min_x,sig_str_head_att_per_min_x,sig_str_body_acc_x,sig_str_body_succ_per_min_x,sig_str_body_att_per_min_x,sig_str_leg_acc_x,sig_str_leg_succ_per_min_x,sig_str_leg_att_per_min_x,sig_str_dist_acc_x,sig_str_dist_succ_per_min_x,sig_str_dist_att_per_min_x,sig_str_clinch_acc_x,sig_str_clinch_succ_per_min_x,sig_str_clinch_att_per_min_x,sig_str_ground_acc_x,sig_str_ground_succ_per_min_x,sig_str_ground_att_per_min_x,age_x,weightclass_Bantamweight_x,weightclass_Catch Weight_x,weightclass_Featherweight_x,weightclass_Flyweight_x,weightclass_Heavyweight_x,weightclass_Light Heavyweight_x,weightclass_Lightweight_x,weightclass_Middleweight_x,weightclass_Open Weight_x,weightclass_Strawweight_x,weightclass_Super Heavyweight_x,weightclass_Welterweight_x,stance_Open Stance_x,stance_Orthodox_x,stance_Sideways_x,stance_Southpaw_x,stance_Switch_x,height_y,weight_y,reach_y,fight_time_sum_y,kds_per_min_y,sub_att_per_min_y,pass_per_min_y,rev_per_min_y,tds_acc_y,tds_succ_per_min_y,tds_att_per_min_y,tot_str_acc_y,tot_str_succ_per_min_y,tot_str_att_per_min_y,sig_str_head_acc_y,sig_str_head_succ_per_min_y,sig_str_head_att_per_min_y,sig_str_body_acc_y,sig_str_body_succ_per_min_y,sig_str_body_att_per_min_y,sig_str_leg_acc_y,sig_str_leg_succ_per_min_y,sig_str_leg_att_per_min_y,sig_str_dist_acc_y,sig_str_dist_succ_per_min_y,sig_str_dist_att_per_min_y,sig_str_clinch_acc_y,sig_str_clinch_succ_per_min_y,sig_str_clinch_att_per_min_y,sig_str_ground_acc_y,sig_str_ground_succ_per_min_y,sig_str_ground_att_per_min_y,age_y,weightclass_Bantamweight_y,weightclass_Catch Weight_y,weightclass_Featherweight_y,weightclass_Flyweight_y,weightclass_Heavyweight_y,weightclass_Light Heavyweight_y,weightclass_Lightweight_y,weightclass_Middleweight_y,weightclass_Open Weight_y,weightclass_Strawweight_y,weightclass_Super Heavyweight_y,weightclass_Welterweight_y,stance_Open Stance_y,stance_Orthodox_y,stance_Sideways_y,stance_Southpaw_y,stance_Switch_y,fx_win
1.88,250.0,1.88,25.810000000000002,0.0,0.12,0.19,0.0,0.67,0.23,0.35,0.63,2.94,4.65,0.56,0.54,0.97,0.0,0.0,0.04,1.0,0.04,0.04,0.0,0.0,0.0,0.5,0.04,0.08,0.56,0.54,0.97,36.83,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.85,260.0,1.85,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1.88,250.0,1.88,27.44,0.0,0.15,0.26,0.0,0.7,0.26,0.36,0.63,3.21,5.07,0.55,0.58,1.06,0.0,0.0,0.04,1.0,0.04,0.04,0.0,0.0,0.0,0.5,0.04,0.07,0.55,0.58,1.06,37.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.85,205.0,1.83,22.16,0.0,0.14,0.18,0.0,0.57,0.18,0.32,0.81,5.64,6.95,0.48,0.54,1.13,1.0,0.23,0.23,1.0,0.27,0.27,0.25,0.05,0.18,1.0,0.14,0.14,0.66,0.86,1.31,31.42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.88,250.0,1.88,29.67,0.0,0.13,0.24,0.0,0.64,0.24,0.37,0.64,3.03,4.75,0.57,0.57,1.01,0.0,0.0,0.03,1.0,0.07,0.07,1.0,0.03,0.03,0.67,0.07,0.1,0.55,0.54,0.98,37.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.83,210.0,1.83,33.58,0.0,0.21,0.09,0.06,0.0,0.0,0.21,0.84,4.85,5.78,0.24,0.21,0.86,0.0,0.0,0.03,0.25,0.03,0.12,0.22,0.18,0.8,0.29,0.06,0.21,0.0,0.0,0.0,28.31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.88,250.0,1.88,37.67,0.0,0.11,0.32,0.0,0.64,0.19,0.29,0.69,7.65,11.1,0.34,0.93,2.73,0.83,0.13,0.16,1.0,0.08,0.08,0.13,0.21,1.62,0.67,0.05,0.08,0.69,0.88,1.27,37.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.83,265.0,1.83,19.959999999999994,0.1,0.05,0.1,0.0,0.75,0.15,0.2,0.59,3.21,5.41,0.47,1.8,3.81,1.0,0.1,0.1,0.0,0.0,0.0,0.31,0.45,1.45,0.69,0.45,0.65,0.56,1.0,1.8,6.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1.88,250.0,1.88,55.67,0.0,0.07,0.22,0.0,0.62,0.14,0.23,0.78,9.36,12.05,0.49,1.28,2.62,0.91,0.38,0.41,1.0,0.14,0.14,0.13,0.14,1.1,0.88,0.13,0.14,0.79,1.53,1.94,37.52,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2.03,300.0,2.03,18.29,0.05,0.16,0.27,0.0,1.0,0.11,0.11,0.67,5.41,8.09,0.35,0.87,2.52,0.8,0.22,0.27,0.5,0.27,0.55,0.24,0.55,2.24,0.64,0.49,0.77,1.0,0.33,0.33,13.57,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
1.88,250.0,1.88,56.69,0.0,0.11,0.23,0.0,0.64,0.16,0.25,0.78,9.19,11.84,0.49,1.25,2.58,0.91,0.37,0.41,1.0,0.14,0.14,0.13,0.14,1.08,0.88,0.12,0.14,0.79,1.5,1.91,37.94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.85,205.0,1.83,36.79,0.0,0.22,0.19,0.0,0.6,0.16,0.27,0.81,8.7,10.74,0.47,1.06,2.26,0.8,0.22,0.27,1.0,0.19,0.19,0.26,0.27,1.03,0.8,0.22,0.27,0.69,0.98,1.41,32.26,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1.88,250.0,1.88,69.69,0.0,0.09,0.19,0.01,0.56,0.13,0.23,0.72,7.94,10.98,0.39,1.21,3.1,0.91,0.3,0.33,0.85,0.16,0.19,0.14,0.24,1.76,0.67,0.11,0.17,0.78,1.31,1.68,38.67,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.85,205.0,1.9,24.369999999999997,0.0,0.16,0.41,0.0,0.73,0.33,0.45,0.76,7.55,9.97,0.68,4.06,5.99,1.0,0.37,0.37,0.0,0.0,0.0,0.62,0.21,0.33,0.74,0.94,1.27,0.69,3.28,4.76,32.13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.88,250.0,1.88,72.64,0.0,0.08,0.18,0.01,0.47,0.12,0.26,0.73,7.83,10.78,0.39,1.18,3.03,0.91,0.29,0.32,0.85,0.15,0.18,0.15,0.26,1.75,0.67,0.11,0.17,0.78,1.25,1.61,42.29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.85,241.0,1.85,56.9,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.45,2.06,4.55,0.23,0.69,3.01,0.0,0.0,0.0,0.9,0.63,0.7,0.34,1.16,3.37,0.5,0.09,0.18,0.44,0.07,0.16,26.39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7,135.0,1.78,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.44,7.93,17.93,0.37,4.93,13.47,0.35,0.4,1.13,0.45,0.33,0.73,0.34,4.53,13.47,0.45,0.33,0.73,0.71,0.8,1.13,30.68,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.68,135.0,1.73,48.129999999999995,0.0,0.02,0.17,0.02,0.5,0.19,0.37,0.59,3.86,6.52,0.38,1.31,3.41,0.74,1.04,1.41,0.85,0.46,0.54,0.39,1.31,3.35,0.71,0.93,1.31,0.79,0.56,0.71,40.22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1.8,235.0,1.83,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.73,6.8,9.27,0.47,1.8,3.8,0.77,1.53,2.0,1.0,0.6,0.6,0.31,0.67,2.13,0.77,3.27,4.27,0.0,0.0,0.0,34.59,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.83,263.0,1.83,78.8,0.05,0.01,0.05,0.0,0.23,0.04,0.16,0.44,3.3,7.42,0.3,1.73,5.67,0.68,0.19,0.28,0.92,0.15,0.16,0.29,1.41,4.92,0.42,0.32,0.76,0.79,0.34,0.43,37.33,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.8,235.0,1.83,30.0,0.0,0.0,0.0,0.0,0.5,0.1,0.2,0.62,6.17,9.87,0.43,2.57,5.93,0.8,1.2,1.5,0.95,0.67,0.7,0.43,2.3,5.37,0.77,2.03,2.63,0.75,0.1,0.13,34.93,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.88,205.0,1.93,6.2,0.0,0.0,0.65,0.0,0.67,0.65,0.97,0.4,6.13,15.32,0.29,3.71,12.9,1.0,1.13,1.13,1.0,0.48,0.48,0.3,3.55,11.77,0.65,1.77,2.74,0.0,0.0,0.0,33.27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1.8,235.0,1.83,45.2,0.02,0.04,0.24,0.0,0.67,0.13,0.2,0.66,7.43,11.24,0.46,2.83,6.13,0.84,1.17,1.39,0.95,0.44,0.46,0.39,1.7,4.34,0.78,1.46,1.88,0.72,1.28,1.77,35.79,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.93,205.0,2.13,190.20000000000002,0.02,0.05,0.12,0.0,0.51,0.16,0.31,0.6,5.45,9.12,0.46,2.43,5.33,0.71,0.91,1.27,0.76,0.99,1.29,0.48,2.58,5.39,0.69,0.78,1.13,0.71,0.98,1.38,27.46,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.8,235.0,1.83,144.49,0.01,0.04,0.15,0.0,0.39,0.1,0.26,0.62,6.93,11.09,0.44,2.66,6.04,0.73,0.66,0.9,0.76,0.48,0.64,0.37,1.83,4.93,0.74,1.19,1.62,0.75,0.78,1.03,38.84,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.88,205.0,1.9,16.17,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.52,7.48,14.29,0.41,4.08,10.02,0.69,1.11,1.61,0.75,0.93,1.24,0.43,4.76,11.01,0.76,1.18,1.55,0.6,0.19,0.31,28.34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1.8,235.0,1.83,151.49,0.01,0.05,0.16,0.0,0.41,0.11,0.27,0.63,7.16,11.32,0.44,2.73,6.15,0.73,0.63,0.86,0.76,0.47,0.61,0.38,1.91,5.0,0.72,1.16,1.6,0.75,0.77,1.03,39.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.93,240.0,2.03,146.64000000000001,0.03,0.0,0.14,0.0,0.37,0.16,0.42,0.62,8.12,12.99,0.46,3.7,7.97,0.85,0.45,0.53,0.93,0.6,0.65,0.45,3.1,6.89,0.66,0.54,0.81,0.76,1.1,1.45,35.88,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.8,235.0,1.83,156.04000000000002,0.01,0.04,0.15,0.0,0.41,0.11,0.26,0.63,7.15,11.27,0.45,2.78,6.17,0.73,0.62,0.85,0.76,0.48,0.63,0.39,1.97,5.06,0.73,1.13,1.56,0.76,0.78,1.03,39.63,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.91,260.0,2.01,140.86,0.04,0.0,0.11,0.01,0.21,0.03,0.13,0.54,3.19,5.96,0.48,2.31,4.83,0.73,0.45,0.61,0.74,0.14,0.19,0.36,1.11,3.12,0.74,0.45,0.6,0.7,1.34,1.91,33.74,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1.8,235.0,1.83,163.27,0.01,0.05,0.17,0.0,0.47,0.13,0.28,0.64,7.09,11.1,0.46,2.76,6.03,0.74,0.61,0.82,0.76,0.47,0.61,0.39,1.91,4.87,0.73,1.09,1.5,0.76,0.83,1.09,40.41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.93,240.0,2.03,151.19000000000003,0.03,0.0,0.13,0.0,0.38,0.16,0.42,0.62,8.06,12.97,0.46,3.68,8.0,0.85,0.48,0.56,0.93,0.6,0.65,0.45,3.14,6.96,0.66,0.56,0.85,0.76,1.07,1.4,36.99,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.85,205.0,1.9,4.75,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.48,2.11,4.42,0.2,0.21,1.05,1.0,0.84,0.84,0.2,0.21,1.05,0.38,1.05,2.74,1.0,0.21,0.21,0.0,0.0,0.0,32.42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.85,205.0,1.93,4.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.71,2.43,3.4,0.43,0.73,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.73,1.46,0.0,0.0,0.0,0.0,0.0,0.24,26.94,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1.83,185.0,1.78,19.45,0.0,0.05,0.1,0.0,0.5,0.05,0.1,0.38,4.83,12.8,0.34,4.01,11.77,0.67,0.1,0.15,1.0,0.31,0.31,0.35,4.11,11.83,0.71,0.26,0.36,1.0,0.05,0.05,37.52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.88,205.0,1.9,20.84,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.53,4.99,9.36,0.49,3.89,7.92,0.59,0.48,0.82,1.0,0.05,0.05,0.39,2.06,5.28,0.63,1.92,3.02,0.9,0.43,0.48,29.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.83,185.0,1.78,20.269999999999996,0.0,0.05,0.1,0.0,0.5,0.05,0.1,0.37,4.74,12.68,0.33,3.9,11.64,0.67,0.1,0.15,1.0,0.35,0.35,0.34,4.05,11.74,0.71,0.25,0.35,1.0,0.05,0.05,38.04,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.93,185.0,1.9,2.719999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,4.78,11.76,0.27,2.57,9.56,1.0,0.74,0.74,0.0,0.0,0.0,0.33,2.94,8.82,0.25,0.37,1.47,0.0,0.0,0.0,24.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
1.83,185.0,1.78,61.870000000000005,0.0,0.02,0.24,0.0,0.5,0.16,0.32,0.5,5.69,11.35,0.38,3.25,8.53,0.86,0.19,0.23,0.93,0.23,0.24,0.34,2.46,7.21,0.77,0.32,0.42,0.65,0.89,1.37,39.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.83,205.0,1.9,242.72000000000003,0.01,0.0,0.14,0.0,0.45,0.21,0.46,0.47,3.21,6.87,0.32,1.59,4.89,0.62,0.29,0.47,0.8,0.16,0.2,0.28,1.1,3.97,0.58,0.39,0.68,0.61,0.55,0.91,37.44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
1.83,185.0,1.78,76.87,0.0,0.01,0.2,0.0,0.36,0.13,0.36,0.48,5.78,11.93,0.37,3.45,9.2,0.73,0.21,0.29,0.95,0.26,0.27,0.34,2.73,8.0,0.72,0.47,0.65,0.65,0.72,1.11,39.61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.85,185.0,1.96,69.73,0.03,0.03,0.19,0.0,0.28,0.19,0.67,0.59,6.87,11.57,0.4,2.51,6.34,0.65,0.22,0.33,0.74,0.56,0.76,0.37,1.78,4.79,0.63,0.8,1.28,0.52,0.7,1.36,33.43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.83,185.0,1.78,78.14,0.0,0.01,0.19,0.0,0.36,0.13,0.36,0.48,5.69,11.79,0.37,3.39,9.09,0.73,0.2,0.28,0.95,0.27,0.28,0.34,2.7,7.92,0.72,0.46,0.64,0.65,0.7,1.09,40.05,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.85,185.0,1.9,78.8,0.0,0.0,0.06,0.03,0.29,0.13,0.44,0.5,5.76,11.47,0.31,1.62,5.28,0.48,1.03,2.14,0.56,0.62,1.12,0.27,1.8,6.61,0.75,0.61,0.81,0.77,0.86,1.12,29.47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1.83,185.0,1.78,93.14,0.0,0.02,0.17,0.0,0.34,0.13,0.38,0.47,5.36,11.32,0.37,3.24,8.83,0.69,0.21,0.31,0.96,0.24,0.25,0.33,2.53,7.6,0.65,0.57,0.87,0.65,0.59,0.91,40.57,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1.91,185.0,1.85,39.59,0.05,0.03,0.08,0.03,0.0,0.0,0.13,0.57,5.05,8.89,0.42,2.27,5.41,0.68,1.06,1.57,0.85,0.28,0.33,0.45,2.65,5.91,0.78,0.53,0.68,0.61,0.43,0.71,26.67,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1.83,247.0,1.88,70.61999999999998,0.03,0.01,0.03,0.03,0.36,0.06,0.16,0.76,5.44,7.12,0.53,1.54,2.89,0.81,0.78,0.96,0.94,0.69,0.74,0.56,1.6,2.85,0.81,1.01,1.25,0.83,0.41,0.5,34.11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.11,265.0,2.13,115.07999999999998,0.03,0.17,0.1,0.04,0.8,0.03,0.04,0.57,5.0,8.76,0.39,2.0,5.15,0.81,0.72,0.9,0.9,0.79,0.88,0.48,2.8,5.8,0.52,0.21,0.4,0.7,0.5,0.72,28.64,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1.83,247.0,1.88,77.29999999999998,0.03,0.01,0.03,0.03,0.33,0.05,0.16,0.75,5.24,7.01,0.52,1.49,2.86,0.77,0.74,0.96,0.93,0.71,0.76,0.55,1.62,2.95,0.8,0.94,1.18,0.83,0.38,0.45,34.55,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.91,265.0,1.96,49.95,0.02,0.0,0.06,0.0,0.36,0.1,0.28,0.55,5.29,9.67,0.36,2.08,5.81,0.62,0.36,0.58,0.82,0.28,0.34,0.26,1.18,4.46,0.68,0.84,1.24,0.69,0.7,1.02,32.01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.7,145.0,1.75,1.62,0.0,0.62,1.23,0.0,1.0,0.62,0.62,0.86,23.46,27.16,0.76,9.88,12.96,1.0,0.62,0.62,1.0,1.23,1.23,0.67,4.94,7.41,0.0,0.0,0.0,0.92,6.79,7.41,26.57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,145.0,1.83,11.9,0.0,0.0,0.0,0.0,0.2,0.08,0.42,0.6,5.46,9.08,0.24,1.01,4.12,0.9,1.6,1.76,0.86,1.6,1.85,0.46,2.77,6.05,0.85,0.92,1.09,0.86,0.5,0.59,31.33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1.7,145.0,1.75,3.6999999999999993,0.27,0.81,0.81,0.0,1.0,0.27,0.27,0.8,14.32,17.84,0.69,7.3,10.54,1.0,0.81,0.81,1.0,0.81,0.81,0.64,4.86,7.57,0.75,0.81,1.08,0.92,3.24,3.51,26.8,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.68,145.0,1.78,48.519999999999996,0.0,0.0,0.08,0.0,0.3,0.23,0.76,0.66,6.7,10.14,0.44,1.81,4.08,0.55,0.37,0.68,0.91,1.03,1.13,0.27,0.82,3.09,0.83,1.07,1.3,0.88,1.32,1.5,36.72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7,145.0,1.75,19.879999999999995,0.05,0.15,0.2,0.1,0.5,0.1,0.2,0.56,5.73,10.26,0.43,2.77,6.49,0.86,0.3,0.35,0.78,0.35,0.45,0.38,2.21,5.78,0.7,0.35,0.5,0.85,0.86,1.01,28.03,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,145.0,1.73,33.45,0.03,0.03,0.21,0.0,0.75,0.09,0.12,0.62,4.42,7.14,0.4,1.38,3.44,0.67,0.24,0.36,0.73,0.33,0.45,0.38,1.08,2.81,0.8,0.12,0.15,0.58,0.75,1.29,26.23,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.7,145.0,1.75,34.879999999999995,0.03,0.09,0.14,0.09,0.17,0.06,0.34,0.51,5.79,11.44,0.38,2.92,7.74,0.75,0.52,0.69,0.82,0.26,0.32,0.33,2.21,6.65,0.79,0.32,0.4,0.69,1.18,1.69,28.61,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.75,145.0,1.75,7.280000000000001,0.0,0.0,0.0,0.14,0.0,0.0,0.41,0.64,3.16,4.95,0.5,1.51,3.02,0.6,0.41,0.69,1.0,0.14,0.14,0.52,1.92,3.71,1.0,0.14,0.14,0.0,0.0,0.0,30.92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.78,170.0,1.88,2.0199999999999996,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.64,10.4,16.34,0.41,3.47,8.42,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.5,1.98,0.0,0.0,0.0,0.46,2.97,6.44,29.91,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.75,170.0,1.8,64.97,0.08,0.0,0.05,0.03,1.0,0.09,0.09,0.43,4.62,10.73,0.2,1.29,6.6,0.65,1.08,1.65,0.8,0.12,0.15,0.23,1.62,7.0,0.67,0.65,0.97,0.54,0.23,0.43,34.78,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.78,170.0,1.88,17.02,0.0,0.18,0.41,0.06,0.7,0.41,0.59,0.52,3.88,7.4,0.19,0.65,3.47,0.5,0.06,0.12,0.0,0.0,0.0,0.07,0.18,2.53,1.0,0.06,0.06,0.47,0.47,1.0,30.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.83,170.0,1.88,19.45,0.0,0.1,0.51,0.05,0.5,0.15,0.31,0.82,7.35,9.0,0.59,2.31,3.91,0.94,0.77,0.82,1.0,0.26,0.26,0.27,0.62,2.26,1.0,0.67,0.67,1.0,2.06,2.06,36.1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.78,170.0,1.88,18.24,0.0,0.22,0.38,0.05,0.73,0.44,0.6,0.5,3.73,7.46,0.18,0.66,3.67,0.5,0.05,0.11,0.5,0.05,0.11,0.09,0.27,2.91,1.0,0.05,0.05,0.47,0.44,0.93,30.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.8,170.0,1.85,26.5,0.0,0.04,0.34,0.0,0.27,0.11,0.42,0.73,8.11,11.06,0.54,2.08,3.81,0.97,1.06,1.09,0.89,0.3,0.34,0.39,0.75,1.92,0.74,0.75,1.02,0.84,1.92,2.3,24.58,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
1.78,170.0,1.88,36.989999999999995,0.0,0.19,0.24,0.05,0.59,0.27,0.46,0.4,2.89,7.27,0.1,0.41,3.89,0.5,0.11,0.22,0.36,0.11,0.3,0.09,0.35,3.78,0.4,0.05,0.14,0.44,0.22,0.49,30.89,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1.78,170.0,1.83,15.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.45,3.07,6.87,0.22,1.0,4.47,0.5,0.13,0.27,0.89,0.53,0.6,0.24,0.93,3.93,0.5,0.07,0.13,0.53,0.67,1.27,34.03,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.75,185.0,1.85,32.33,0.03,0.03,0.12,0.0,0.08,0.03,0.37,0.52,2.81,5.44,0.37,1.3,3.5,0.59,0.53,0.9,0.89,0.25,0.28,0.43,1.92,4.42,0.57,0.12,0.22,1.0,0.03,0.03,31.81,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.78,170.0,1.8,2.95,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.52,4.07,7.8,0.47,3.05,6.44,0.0,0.0,0.0,0.75,1.02,1.36,0.39,2.37,6.1,1.0,1.69,1.69,0.0,0.0,0.0,33.12,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1.75,185.0,1.85,56.22,0.02,0.04,0.07,0.0,0.05,0.02,0.34,0.53,2.65,4.98,0.37,1.19,3.24,0.65,0.43,0.66,0.92,0.43,0.46,0.47,1.92,4.13,0.5,0.11,0.21,1.0,0.02,0.02,33.5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8,185.0,1.98,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,9.09,11.46,0.17,0.4,2.37,1.0,0.79,0.79,1.0,1.58,1.58,0.64,2.77,4.35,0.0,0.0,0.0,0.0,0.0,0.4,28.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2.01,245.0,2.08,15.400000000000002,0.0,0.0,0.0,0.0,0.67,0.13,0.19,0.48,5.13,10.78,0.32,2.47,7.66,0.76,0.84,1.1,0.71,0.32,0.45,0.35,2.86,8.12,0.62,0.52,0.84,1.0,0.26,0.26,27.84,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.96,250.0,1.96,44.50999999999999,0.07,0.02,0.07,0.0,0.5,0.02,0.04,0.46,4.29,9.41,0.37,2.54,6.87,0.52,0.72,1.37,0.89,0.36,0.4,0.34,2.25,6.58,0.52,0.36,0.7,0.74,1.01,1.37,34.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1.65,145.0,1.75,15.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.56,5.2,9.27,0.44,2.93,6.6,1.0,0.53,0.53,0.77,1.13,1.47,0.49,3.33,6.8,0.67,0.8,1.2,0.78,0.47,0.6,30.33,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.7,145.0,1.78,15.000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,5.8,14.4,0.33,4.0,12.27,0.69,0.73,1.07,1.0,0.07,0.07,0.33,4.07,12.27,0.57,0.53,0.93,1.0,0.2,0.2,28.59,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
