fx_win,sig_str_ground_att_sum_diff,sig_str_ground_succ_sum_diff,age_diff,tds_succ_sum_diff,pass_sum_diff,tds_succ_per_min_diff,tds_att_sum_diff,reach_diff,pass_per_min_diff,sig_str_head_acc_diff,sig_str_dist_acc_diff,tot_str_succ_sum_diff,ufc_losses_diff,sig_str_head_succ_sum_diff,sig_str_ground_att_per_min_diff,sig_str_ground_succ_per_min_diff,tds_att_per_min_diff,fight_time_sum_diff,tds_acc_diff
1,21.0,15.0,0.21999999999999886,5.0,6.0,-0.16000000000000003,7.0,0.0,-0.12,-0.17999999999999994,-0.31,222.0,1,28.0,-3.02,-1.3,-0.07,18.759999999999998,-0.25
0,32.0,17.0,-5.139999999999997,7.0,6.0,0.3,9.0,-0.1499999999999999,-0.39,-0.42000000000000004,-0.29000000000000004,227.0,1,35.0,0.4099999999999999,-0.2400000000000001,0.06,20.409999999999997,0.7
0,35.0,17.0,-5.530000000000001,8.0,9.0,0.26,7.0,0.0,0.3,0.14,-0.08000000000000002,250.0,1,42.0,1.15,0.56,0.019999999999999962,18.78,0.73
1,-5.0,-12.0,0.21999999999999886,-1.0,1.0,-0.17,-7.0,0.07999999999999985,-0.07,-0.22999999999999998,0.07,153.0,1,17.0,-0.8999999999999999,-1.07,-0.6,15.380000000000003,0.39
0,-12.0,-8.0,-1.4000000000000021,-2.0,0.0,-0.05,0.0,-0.020000000000000018,-0.009999999999999995,0.030000000000000027,0.020000000000000018,228.0,2,-23.0,-0.32999999999999996,-0.21999999999999997,0.0,2.5500000000000043,-0.5
0,9.0,8.0,1.5599999999999987,0.0,1.0,-0.9299999999999999,2.0,0.029999999999999805,0.02,-0.24,-0.19,439.0,3,79.0,-1.67,-0.76,-1.8199999999999998,46.150000000000006,-0.25
1,6.0,5.0,5.609999999999999,2.0,0.0,0.05,4.0,0.0,-0.05,-0.10999999999999999,-0.08999999999999997,311.0,4,53.0,-0.04000000000000001,-0.020000000000000018,0.039999999999999994,28.700000000000003,0.4
1,57.0,44.0,-4.98,1.0,7.0,-0.11000000000000001,3.0,0.029999999999999805,0.07,0.0,-0.020000000000000018,275.0,5,41.0,0.6100000000000001,0.7200000000000001,-0.11000000000000001,29.770000000000003,-0.18000000000000005
1,46.0,36.0,-4.050000000000001,1.0,8.0,0.010000000000000009,4.0,0.0,0.17,0.21999999999999997,0.09999999999999998,316.0,1,30.0,0.8299999999999998,0.7,0.07,10.839999999999996,-0.5
0,37.0,24.0,-2.450000000000003,-3.0,7.0,-0.05,-21.0,0.04999999999999982,0.22,0.12999999999999995,0.010000000000000009,181.0,4,17.0,1.38,0.9400000000000001,-0.41999999999999993,-12.159999999999997,0.21000000000000002
0,2.0,-1.0,4.029999999999998,0.0,0.0,-0.08,1.0,-0.1299999999999999,0.0,-0.14999999999999997,-0.10999999999999999,244.0,8,35.0,-0.32999999999999996,-0.31999999999999995,-0.31000000000000005,25.450000000000003,-0.03
0,-38.0,-20.0,7.59,-9.0,-4.0,-0.31,-11.0,-0.1499999999999999,-0.14,-0.38,0.33,-126.0,0,-76.0,-1.29,-0.68,-0.37,-19.4,-0.82
1,0.0,0.0,2.4800000000000004,1.0,0.0,0.04,1.0,-0.050000000000000044,0.0,0.04000000000000001,0.02999999999999997,50.0,-1,6.0,0.0,0.0,0.04,7.260000000000005,1.0
0,-24.0,-7.0,8.029999999999998,-9.0,0.0,-0.26999999999999996,-16.0,-0.10000000000000009,-0.01999999999999999,-0.010000000000000009,0.07,91.0,1,16.0,-0.73,-0.21999999999999997,-0.49,4.329999999999998,0.030000000000000027
0,-41.0,-22.0,8.100000000000001,0.0,2.0,-0.19,1.0,-0.050000000000000044,-0.14,-0.15999999999999998,0.040000000000000036,159.0,2,24.0,-4.26,-2.33,-0.22999999999999998,31.85,-0.15000000000000002
0,-50.0,-36.0,-0.8500000000000014,0.0,0.0,-0.020000000000000004,-8.0,-0.1200000000000001,-0.04999999999999999,-0.030000000000000027,0.0,69.0,1,-20.0,-1.85,-1.32,-0.31999999999999995,6.780000000000001,0.29000000000000004
1,21.0,12.0,14.530000000000001,1.0,6.0,0.02,3.0,-0.10000000000000009,0.14,0.31,0.25,191.0,4,16.0,0.49,0.28,0.07,41.71,0.33
0,-52.0,-27.0,9.129999999999999,1.0,3.0,0.020000000000000004,2.0,-0.050000000000000044,0.07999999999999999,-0.10999999999999999,-0.17,16.0,3,-71.0,-1.3,-0.67,0.05,-0.6099999999999994,-0.32999999999999996
0,-15.0,-5.0,3.280000000000001,-7.0,2.0,-0.10999999999999999,-16.0,-0.1200000000000001,0.1,0.060000000000000026,0.04999999999999999,69.0,4,-16.0,-0.020000000000000018,0.07,-0.27999999999999997,-23.60000000000001,0.5
1,-57.0,-27.0,5.330000000000002,0.0,-1.0,0.030000000000000006,0.0,-0.10000000000000009,0.020000000000000004,-0.08999999999999997,-0.09999999999999998,-201.0,5,-62.0,-1.15,-0.52,0.030000000000000006,-17.050000000000004,0.0
0,-23.0,-16.0,-0.9799999999999969,-2.0,-4.0,-0.10999999999999999,-5.0,-0.050000000000000044,-0.16,-0.13,-0.07999999999999996,206.0,6,41.0,-0.9200000000000002,-0.6599999999999999,-0.23,12.980000000000004,0.18999999999999995
1,-36.0,-28.0,6.389999999999997,1.0,-1.0,0.0,1.0,-0.16999999999999993,-0.05,-0.29,-0.17000000000000004,194.0,6,38.0,-1.31,-1.03,-0.010000000000000009,18.25,0.17000000000000004
1,-18.0,-11.0,-0.21999999999999886,1.0,0.0,0.020000000000000004,3.0,0.0,-0.020000000000000004,0.010000000000000009,0.07,267.0,2,72.0,-0.61,-0.38,0.07,8.160000000000004,-0.5
1,-24.0,-13.0,7.7500000000000036,-2.0,2.0,-0.03,-4.0,-0.1499999999999999,0.05,0.14999999999999997,0.22000000000000003,39.0,7,117.0,-0.4,-0.22,-0.05,-20.739999999999995,-0.4
0,2.0,0.0,-2.099999999999998,-1.0,-1.0,-0.37,-2.0,-0.08000000000000007,-0.37,0.29,-0.6,2.0,0,2.0,0.5,0.0,-0.74,1.2599999999999998,-0.5
1,1.0,0.0,7.670000000000002,-1.0,-1.0,-0.55,-1.0,0.0,-0.55,0.0,0.0,-2.0,0,0.0,0.41,0.0,-0.55,0.629999999999999,-1.0
0,1.0,-1.0,-1.4600000000000009,0.0,1.0,-0.8999999999999999,6.0,0.09999999999999987,0.05,-0.03,0.18,43.0,1,11.0,-0.84,-0.95,-0.57,17.52,-0.86
1,-8.0,-5.0,2.4400000000000013,-5.0,-6.0,0.6299999999999999,-13.0,-0.020000000000000018,0.6,-0.28,-0.35,-162.0,0,-11.0,-0.27,-0.17,0.36,-28.8,0.5700000000000001
1,-19.0,-7.0,2.3099999999999987,4.0,0.0,0.19,9.0,-0.020000000000000018,-0.24,0.12,0.15000000000000002,95.0,-1,-4.0,-3.0,-1.4,0.5,8.05,-0.5
0,-7.0,-3.0,-0.9000000000000021,-2.0,6.0,0.03999999999999998,-6.0,-0.07000000000000006,0.19,0.22999999999999998,0.31,117.0,-2,-16.0,0.030000000000000027,0.04999999999999999,0.020000000000000018,-13.099999999999994,0.05999999999999994
0,19.0,9.0,4.079999999999998,7.0,6.0,-0.12,13.0,0.0,-0.14,-0.09000000000000002,0.0,213.0,0,19.0,-0.20999999999999996,-0.34,-0.17000000000000004,40.1,-0.039999999999999925
1,0.0,-6.0,1.6099999999999994,4.0,8.0,0.04999999999999999,2.0,-0.07000000000000006,0.13,0.040000000000000036,0.03999999999999998,113.0,0,11.0,-0.30000000000000004,-0.33999999999999997,-0.07,21.700000000000003,0.38000000000000006
1,-19.0,-16.0,-3.8099999999999987,3.0,-3.0,0.2,2.0,0.1499999999999999,-0.19999999999999996,-0.18999999999999995,-0.10000000000000003,27.0,0,1.0,-1.27,-1.07,0.13,0.0,0.29
1,-12.0,-12.0,-1.0999999999999979,0.0,5.0,0.13999999999999999,-5.0,0.10000000000000009,0.34,-0.06,0.020000000000000018,-130.0,-2,-79.0,0.5,0.22000000000000008,0.08000000000000002,-18.190000000000005,0.24000000000000005
1,-6.0,-8.0,-6.619999999999997,-2.0,-2.0,0.19,-28.0,0.1499999999999999,0.28,0.07,0.09000000000000002,-117.0,-3,-19.0,0.9700000000000001,0.5700000000000001,-0.09000000000000002,-47.980000000000004,0.45999999999999996
1,-52.0,-34.0,-6.350000000000001,2.0,8.0,0.07999999999999999,-4.0,0.1499999999999999,0.22,-0.019999999999999962,-0.04999999999999999,-25.0,-2,9.0,-1.18,-0.7699999999999999,-0.06,-3.8800000000000026,0.23999999999999994
1,67.0,37.0,-6.050000000000001,6.0,6.0,0.2,9.0,0.10000000000000009,0.2,0.06,-0.04999999999999999,79.0,-4,50.0,2.04,1.17,0.3,-23.97999999999999,0.0
1,47.0,26.0,-7.210000000000001,9.0,8.0,0.2,19.0,0.10000000000000009,0.18,0.0,0.020000000000000018,148.0,-6,64.0,-0.9199999999999999,-0.69,0.43,31.80999999999999,0.47
0,87.0,55.0,0.33999999999999986,7.0,0.0,0.14,18.0,0.020000000000000018,-0.16000000000000003,0.04999999999999999,-0.18,120.0,-1,99.0,1.2300000000000002,0.78,0.41,22.33000000000001,-0.5800000000000001
0,38.0,29.0,-7.130000000000003,-1.0,2.0,-0.01999999999999999,3.0,0.1299999999999999,0.039999999999999994,-0.019999999999999962,-0.12,22.0,1,41.0,0.73,0.56,0.06,-0.2500000000000071,-0.12999999999999995
0,-1.0,8.0,1.120000000000001,6.0,2.0,0.04999999999999999,21.0,0.050000000000000044,-0.04999999999999999,0.010000000000000009,-0.07,-1.0,-1,-6.0,-0.94,-0.43000000000000005,0.26,24.610000000000007,-0.15999999999999998
1,26.0,23.0,7.360000000000003,7.0,4.0,0.19,18.0,0.17999999999999994,0.13,0.07,-0.02999999999999997,-168.0,1,-115.0,0.91,0.7400000000000001,0.48000000000000004,-16.920000000000016,-0.09000000000000002
0,-8.0,-10.0,-4.529999999999994,12.0,5.0,0.19999999999999998,18.0,0.1499999999999999,0.03,-0.03999999999999998,0.04999999999999999,56.0,0,1.0,-0.37999999999999995,-0.41000000000000003,0.17000000000000004,19.59,0.25
0,-14.0,-7.0,5.530000000000005,12.0,5.0,0.26,22.0,0.020000000000000018,0.11,-0.04999999999999999,-0.11000000000000004,-11.0,4,4.0,-0.43,-0.22999999999999998,0.45999999999999996,8.57,0.29000000000000004
0,47.0,37.0,-1.7199999999999989,4.0,3.0,0.09,8.0,0.020000000000000018,0.07,-0.56,0.44,207.0,1,55.0,1.04,0.82,0.18,41.9,0.5
1,-2.0,0.0,2.539999999999999,0.0,-1.0,0.0,5.0,0.09999999999999987,-0.08,-0.09999999999999998,-0.06,-11.0,0,-8.0,-0.15,0.0,0.5599999999999999,-3.3599999999999994,0.0
0,-17.0,-10.0,13.14,-2.0,-3.0,-0.12,-12.0,0.1499999999999999,-0.18,-0.03999999999999998,0.0,6.0,-1,28.0,-0.99,-0.58,-0.7,-1.8500000000000014,-0.15
0,21.0,1.0,-8.150000000000002,1.0,1.0,0.19,1.0,0.050000000000000266,0.5,0.0,-0.25,-123.0,1,-73.0,9.05,4.85,0.19,-27.18,1.0
0,43.0,24.0,-7.169999999999998,3.0,2.0,0.2,3.0,0.18000000000000016,0.18000000000000002,0.010000000000000009,-0.3,-43.0,-2,6.0,3.37,1.92,0.25,-25.67999999999999,0.75
0,-25.0,-18.0,9.04,-15.0,-16.0,-0.3,-29.0,0.030000000000000027,-0.32,-0.08000000000000002,0.12000000000000001,-76.0,0,30.0,-0.1399999999999999,-0.26,-0.58,-19.410000000000004,-0.010000000000000009
0,-24.0,-15.0,-21.009999999999998,-1.0,-2.0,-0.24,-1.0,-0.020000000000000018,-0.47,-0.10999999999999999,0.5,-2.0,1,-16.0,-5.65,-3.53,-0.24,0.5700000000000003,-1.0
1,0.0,0.0,-9.999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000002,0.03999999999999998,-56.0,0,-6.0,0.0,0.0,0.0,-10.05,0.0
1,-24.0,-15.0,-8.729999999999997,-7.0,-1.0,-0.1,-13.0,0.10000000000000009,0.06,-0.030000000000000027,-0.08000000000000002,-289.0,-1,-134.0,0.05999999999999994,0.010000000000000009,-0.13999999999999999,-28.480000000000004,-0.24
1,20.0,0.0,-3.460000000000001,4.0,2.0,0.1,11.0,0.020000000000000018,0.06,-0.14999999999999997,-0.2,-66.0,1,-43.0,0.61,0.08999999999999997,0.27999999999999997,-5.600000000000016,-0.09999999999999998
0,35.0,10.0,-1.8800000000000026,6.0,3.0,0.13,8.0,0.020000000000000018,0.05,-0.08999999999999997,-0.13,-120.0,2,-26.0,0.6799999999999999,0.21000000000000002,0.19,-6.63000000000001,0.14999999999999997
0,-2.0,-5.0,5.68,-3.0,-4.0,-0.32999999999999996,-8.0,0.050000000000000044,-0.42999999999999994,-0.21999999999999997,0.07,5.0,-2,3.0,-0.38,-0.5900000000000001,-0.84,2.0799999999999983,0.5
1,-12.0,-8.0,-6.5000000000000036,2.0,1.0,0.08,2.0,0.17999999999999994,-0.34,-0.21999999999999997,0.37,59.0,1,5.0,-6.74,-4.31,0.08,19.669999999999998,1.0
1,-28.0,-11.0,1.0899999999999999,1.0,1.0,-0.03,-2.0,0.050000000000000044,-0.09000000000000001,-0.009999999999999953,0.35,16.0,1,18.0,-4.3999999999999995,-2.19,-0.33,17.879999999999995,0.75
1,-79.0,-16.0,1.6499999999999986,-14.0,-2.0,-0.15999999999999998,-21.0,0.1499999999999999,0.010000000000000009,0.06,0.14999999999999997,-5.0,-1,2.0,-0.7,0.030000000000000027,-0.25,-34.34,0.30000000000000004
1,3.0,9.0,-3.3900000000000006,-4.0,-6.0,-0.72,-4.0,0.050000000000000044,-1.24,-0.04999999999999999,0.44,103.0,1,35.0,-2.61,-1.0699999999999998,-0.72,26.659999999999993,-1.0
1,5.0,8.0,7.289999999999999,-3.0,-5.0,-0.22,-4.0,0.050000000000000044,-0.36,-0.23,0.010000000000000009,86.0,0,26.0,-0.49,-0.18,-0.29,32.37999999999999,-0.75
1,-60.0,-22.0,5.719999999999999,-8.0,-1.0,-0.18,-9.0,0.030000000000000027,-0.02,-0.22999999999999998,-0.10999999999999999,-73.0,0,0.0,-1.3399999999999999,-0.49999999999999994,-0.2,1.299999999999983,-0.89
0,-94.0,-59.0,-6.490000000000002,-12.0,-9.0,-0.17,-28.0,0.030000000000000027,-0.13,-0.3500000000000001,-0.19,-208.0,-1,-72.0,-1.19,-0.73,-0.39,-23.100000000000023,-0.43
1,-101.0,-63.0,5.099999999999998,-11.0,-5.0,-0.16,-20.0,0.050000000000000044,-0.07,-0.31000000000000005,-0.07,-342.0,-1,-69.0,-1.4100000000000001,-0.87,-0.29,-22.96000000000003,-0.52
1,-21.0,-10.0,1.9600000000000009,-1.0,-5.0,-0.07,-4.0,0.09999999999999987,-0.33,-0.14,-0.03999999999999998,23.0,2,30.0,-1.71,-0.94,-0.30000000000000004,21.19999999999999,-0.2
1,-138.0,-94.0,-6.490000000000002,-13.0,-13.0,-0.22,-19.0,0.030000000000000027,-0.24,-0.22999999999999998,-0.09999999999999998,-260.0,-1,-72.0,-1.9100000000000001,-1.38,-0.31,-28.190000000000012,-0.17000000000000004
1,-9.0,-9.0,5.680000000000003,0.0,-5.0,-0.030000000000000006,0.0,0.050000000000000044,-0.35,-0.16000000000000003,-0.040000000000000036,15.0,-1,40.0,-1.6099999999999999,-1.19,-0.06000000000000001,10.249999999999986,0.0
1,-6.0,-22.0,-6.489999999999995,-5.0,-1.0,-0.18,-9.0,0.030000000000000027,-0.03,-0.19000000000000006,0.03999999999999998,-28.0,-2,61.0,-0.27,-0.8,-0.31999999999999995,0.789999999999992,0.4
1,44.0,24.0,5.719999999999999,-5.0,-1.0,-0.31999999999999995,-11.0,0.030000000000000027,-0.06,-0.07,-0.24999999999999994,77.0,0,95.0,0.9000000000000001,0.5300000000000001,-0.6799999999999999,13.419999999999987,0.5
1,-64.0,-41.0,5.109999999999999,-9.0,-5.0,-0.27,-27.0,0.050000000000000044,-0.15,-0.16000000000000003,-0.07,-132.0,-2,1.0,-1.6199999999999999,-1.06,-0.8,-5.760000000000016,-0.33
0,88.0,38.0,8.509999999999998,0.0,0.0,0.0,-1.0,0.07999999999999985,0.0,-0.18000000000000005,-0.030000000000000027,104.0,2,100.0,2.1300000000000003,0.87,-0.11,30.97999999999999,0.0
0,53.0,20.0,5.869999999999997,0.0,0.0,0.0,-1.0,0.0,0.0,-0.010000000000000009,-0.02999999999999997,-123.0,1,-26.0,2.32,0.94,-0.03,-11.57,0.0
1,56.0,23.0,6.540000000000003,0.0,0.0,0.0,-1.0,0.050000000000000044,0.0,-0.18,0.010000000000000009,-100.0,2,64.0,1.73,0.71,-0.03,3.8299999999999983,0.0
0,0.0,-10.0,9.77,-14.0,-11.0,-0.33,-31.0,0.030000000000000027,-0.25,-0.019999999999999962,0.07999999999999999,-1.0,4,55.0,-0.050000000000000044,-0.24999999999999994,-0.72,2.3900000000000077,0.52
0,-29.0,-16.0,11.940000000000005,-4.0,-1.0,-0.15000000000000002,-12.0,0.0,-0.03,-0.15000000000000002,-0.15999999999999998,-55.0,4,30.0,-0.99,-0.55,-0.43,9.380000000000003,0.5700000000000001
0,-11.0,-6.0,4.800000000000004,2.0,-2.0,0.05,0.0,0.030000000000000027,-0.05,-0.020000000000000018,-0.14,-81.0,2,9.0,-0.25,-0.14,0.0,-2.3600000000000065,0.6699999999999999
1,13.0,4.0,1.3000000000000007,3.0,2.0,0.16,4.0,0.16000000000000014,0.11,0.08000000000000002,-0.05999999999999994,26.0,0,24.0,0.69,0.21,0.21,3.969999999999999,0.75
1,-2.0,2.0,-2.110000000000003,-1.0,0.0,0.07999999999999999,-13.0,0.0,0.33,0.35999999999999993,-0.34,-117.0,-1,-23.0,1.25,1.18,-0.26000000000000006,-20.650000000000002,0.37
1,24.0,19.0,0.14999999999999858,-5.0,3.0,-0.22999999999999998,-6.0,0.020000000000000018,0.14,0.38999999999999996,0.26,11.0,-1,13.0,1.1099999999999999,0.88,-0.26999999999999996,-0.18999999999999773,-0.12
0,36.0,25.0,-1.3000000000000007,5.0,5.0,0.33,6.0,-0.04999999999999982,0.33,0.18,0.12000000000000002,77.0,0,25.0,2.4,1.67,0.4,0.0,0.83
1,0.0,-5.0,-1.5899999999999999,14.0,6.0,0.31,24.0,-0.09999999999999987,0.11,-0.02999999999999997,0.010000000000000009,66.0,-1,28.0,-0.19999999999999996,-0.28,0.5299999999999999,7.829999999999998,-0.38
1,25.0,17.0,-3.1400000000000006,22.0,7.0,0.37,30.0,-0.029999999999999805,0.13,0.10000000000000003,0.10999999999999999,-104.0,0,-15.0,0.4799999999999999,0.32999999999999996,0.5,-10.0,0.69
0,-7.0,-4.0,2.8000000000000007,12.0,5.0,0.26,12.0,0.030000000000000027,0.11,0.0,-0.010000000000000009,-173.0,-3,-88.0,-0.10999999999999999,-0.06,0.27999999999999997,-4.510000000000005,0.26
0,-20.0,-15.0,-3.009999999999998,9.0,2.0,0.2,16.0,-0.029999999999999805,0.06999999999999998,0.03999999999999998,-0.07,-222.0,0,-88.0,-0.29,-0.21999999999999997,0.35,-10.600000000000009,0.050000000000000044
1,-32.0,-25.0,-3.3200000000000003,1.0,-2.0,0.03,0.0,0.0,-0.03,0.04999999999999999,0.10999999999999999,-12.0,-1,31.0,-0.64,-0.5,0.010000000000000009,-1.3500000000000085,0.03999999999999998
1,-7.0,-2.0,-11.950000000000003,1.0,0.0,0.14,6.0,-0.1299999999999999,0.0,0.04999999999999999,0.12,16.0,0,8.0,-2.67,-0.76,0.87,4.300000000000001,0.17
1,3.0,2.0,-9.519999999999996,3.0,0.0,0.16,13.0,-0.09999999999999987,0.0,-0.009999999999999953,0.21999999999999997,41.0,0,23.0,-0.14999999999999997,-0.19999999999999998,0.67,14.379999999999995,0.23
1,15.0,2.0,-1.240000000000002,3.0,10.0,0.12000000000000001,21.0,-0.07999999999999985,0.35,-0.040000000000000036,-0.04999999999999999,53.0,-2,-25.0,0.6200000000000001,0.16999999999999993,0.7200000000000001,-7.550000000000001,-0.75
1,6.0,-6.0,4.850000000000001,7.0,13.0,0.2,24.0,-0.07999999999999985,0.33999999999999997,-0.010000000000000009,0.10999999999999999,135.0,-2,4.0,-0.17999999999999994,-0.42999999999999994,0.67,7.359999999999999,0.26
0,18.0,9.0,-4.729999999999997,4.0,0.0,0.14,15.0,0.050000000000000044,0.0,-0.07,-0.08999999999999997,103.0,1,55.0,0.63,0.31,0.52,18.28,0.27
0,20.0,10.0,-5.91,10.0,3.0,0.23,24.0,0.07000000000000006,0.07,0.0,-0.07,89.0,1,66.0,0.42,0.23,0.48,25.799999999999997,0.38
0,18.0,11.0,-5.199999999999999,-3.0,-1.0,0.10999999999999999,-4.0,0.030000000000000027,0.15,-0.030000000000000027,-0.27,-148.0,-2,-48.0,3.5,2.12,0.23999999999999996,-38.0,-0.12
0,70.0,41.0,2.370000000000001,3.0,3.0,0.040000000000000036,13.0,0.050000000000000044,0.1,0.14999999999999997,-0.12,137.0,0,34.0,2.81,1.64,0.39000000000000007,7.8700000000000045,-0.21999999999999997
1,53.0,33.0,-1.9299999999999997,9.0,3.0,0.13,31.0,0.0,-0.19999999999999998,-0.24,-0.21,122.0,2,46.0,-0.7999999999999998,-0.47,0.5800000000000001,35.45,-0.69
1,37.0,24.0,3.349999999999998,6.0,1.0,0.010000000000000009,17.0,-0.1499999999999999,-0.08000000000000002,-0.16999999999999998,0.06999999999999998,52.0,2,48.0,0.40000000000000013,0.27,0.1399999999999999,18.33,-0.09000000000000002
0,-37.0,-17.0,-5.539999999999996,7.0,-4.0,0.12999999999999998,3.0,-0.09999999999999987,-0.09999999999999998,-0.17,-0.10999999999999999,-57.0,0,-13.0,-0.8500000000000001,-0.4,0.030000000000000027,2.8299999999999983,0.19
1,38.0,21.0,0.060000000000002274,10.0,2.0,0.16999999999999998,16.0,-0.020000000000000018,-0.01999999999999999,0.03,-0.08999999999999997,86.0,1,38.0,0.81,0.44,0.15000000000000002,15.08999999999999,0.16000000000000003
1,-44.0,-19.0,2.879999999999999,7.0,-1.0,0.17999999999999997,10.0,0.0,0.01999999999999999,-0.009999999999999981,0.0,-30.0,1,-42.0,-0.6399999999999999,-0.25,0.3,-8.509999999999998,0.08999999999999997
1,43.0,25.0,-3.210000000000001,8.0,11.0,0.19,21.0,0.0,0.26,0.04000000000000001,0.03,183.0,2,27.0,0.91,0.49,0.44,28.899999999999988,0.36
0,-13.0,-4.0,-2.5799999999999983,1.0,10.0,0.09000000000000001,0.0,0.0,0.24000000000000002,-0.09,-0.09,-75.0,3,-106.0,0.04999999999999993,0.09999999999999998,0.22999999999999998,-28.930000000000007,0.03999999999999998
1,-44.0,-38.0,1.6099999999999994,-1.0,-4.0,-0.06999999999999999,10.0,0.0,-0.13,-0.33,-0.24000000000000002,-122.0,4,-3.0,-1.0299999999999998,-0.88,0.06,16.299999999999997,-0.20999999999999996
0,-7.0,-4.0,2.9200000000000017,-1.0,-2.0,-0.14,3.0,0.050000000000000044,-0.13,-0.13,-0.22,-45.0,1,35.0,-0.47,-0.21000000000000002,-0.3499999999999999,38.09999999999998,-0.09
0,12.0,21.0,4.909999999999997,4.0,2.0,0.04000000000000001,6.0,0.050000000000000044,0.0,0.03999999999999998,-0.09000000000000002,-10.0,3,14.0,0.13,0.47,-0.039999999999999925,11.199999999999989,0.08000000000000002
1,7.0,4.0,-2.9200000000000017,1.0,2.0,0.14,-3.0,-0.050000000000000044,0.13,0.13,0.22,45.0,-1,-35.0,0.47,0.21000000000000002,0.3499999999999999,-38.09999999999998,0.09
1,37.0,28.0,-0.9200000000000017,4.0,5.0,0.32999999999999996,-7.0,-0.050000000000000044,0.32,0.3,0.18999999999999997,38.0,0,-12.0,2.0,1.3699999999999999,0.34,-43.59999999999998,0.37
1,-16.0,-23.0,-3.5899999999999963,1.0,-1.0,-0.43,2.0,0.030000000000000027,-0.47000000000000003,-0.75,-0.43999999999999995,49.0,7,37.0,-4.26,-4.4,-1.79,45.32000000000001,0.03999999999999998
0,-94.0,-56.0,5.010000000000002,-4.0,-5.0,-0.06,-14.0,0.10000000000000009,-0.09999999999999999,-0.16999999999999998,-0.11000000000000001,-215.0,7,-134.0,-1.8800000000000001,-1.11,-0.21999999999999997,-6.519999999999996,0.020000000000000018
1,8.0,10.0,4.260000000000002,1.0,-1.0,0.04999999999999999,13.0,-0.020000000000000018,-0.010000000000000002,0.0,-0.08999999999999997,-78.0,6,-4.0,0.31000000000000005,0.35000000000000003,0.42000000000000004,-10.549999999999997,-0.38
1,-19.0,-13.0,6.829999999999998,5.0,1.0,0.10999999999999999,17.0,-0.020000000000000018,-0.01999999999999999,-0.09999999999999998,0.009999999999999953,59.0,7,24.0,-0.78,-0.57,0.41000000000000003,10.490000000000009,-0.16999999999999998
1,15.0,4.0,2.460000000000001,0.0,-5.0,0.010000000000000009,13.0,-0.020000000000000018,-0.1,-0.15999999999999998,-0.07,21.0,1,-46.0,0.34999999999999987,0.10999999999999999,0.2899999999999999,-1.1100000000000136,-0.33999999999999997
0,75.0,44.0,1.7199999999999989,-1.0,1.0,-0.41000000000000003,6.0,-0.020000000000000018,-0.26,-0.10999999999999999,-0.16999999999999998,247.0,-1,88.0,1.38,0.65,-0.3,25.49000000000001,-0.53
0,-12.0,-8.0,1.75,-1.0,-7.0,-0.03,-3.0,-0.020000000000000018,-0.24,-0.13,0.12,-62.0,0,-42.0,-0.41,-0.28,-0.1,-22.830000000000002,-0.33
0,-65.0,-58.0,-0.5599999999999987,-8.0,-12.0,-0.08000000000000002,-19.0,0.0,-0.18,-0.06,0.06999999999999998,-212.0,-4,-42.0,-0.9799999999999998,-1.17,-0.36000000000000004,-24.529999999999994,0.5
0,12.0,9.0,4.080000000000002,2.0,4.0,0.05,3.0,0.10999999999999988,0.09999999999999999,0.030000000000000027,0.06,-47.0,-2,-67.0,0.31,0.22999999999999998,0.06999999999999999,-4.400000000000006,-0.19999999999999996
0,16.0,9.0,-7.699999999999999,4.0,5.0,0.08,7.0,0.0,0.1,-0.020000000000000018,-0.06,75.0,0,108.0,0.16000000000000003,0.010000000000000009,0.12000000000000001,27.74,0.5
0,19.0,12.0,-1.4099999999999966,4.0,3.0,0.09,12.0,0.06000000000000005,0.07,-0.25,-0.25,128.0,1,95.0,-0.7,-0.49,0.26,40.56,0.33
0,7.0,5.0,2.1300000000000026,1.0,1.0,0.22,-1.0,-0.1499999999999999,0.22,0.050000000000000044,0.0,-26.0,0,-24.0,1.53,1.09,0.03,-5.970000000000001,1.0
0,7.0,5.0,4.490000000000002,1.0,1.0,0.15,0.0,-0.050000000000000044,0.15,0.14,-0.040000000000000036,14.0,0,6.0,1.04,0.75,0.21999999999999997,-3.8500000000000005,0.25
0,2.0,2.0,11.039999999999996,1.0,1.0,0.08,4.0,-0.08000000000000007,0.08,-0.13,0.07000000000000006,-6.0,0,5.0,0.17000000000000004,0.16,0.31,-0.40000000000000213,0.2
0,0.0,0.0,2.6400000000000006,-2.0,-1.0,-0.2,-6.0,-0.1499999999999999,-0.1,-0.009999999999999953,0.02999999999999997,-5.0,0,0.0,0.0,0.0,-0.6,-5.7,-0.33
1,-5.0,-4.0,-10.709999999999997,1.0,-1.0,0.07,3.0,-0.10000000000000009,-0.15,-0.07999999999999996,-0.010000000000000009,-2.0,0,23.0,-1.31,-0.9199999999999999,0.2,8.099999999999998,0.33
1,21.0,11.0,0.07000000000000028,4.0,3.0,0.12,9.0,-0.13000000000000012,0.09,-0.07,-0.12,-75.0,0,-26.0,0.62,0.32,0.26,4.949999999999992,0.44
