height_x,weight_x,reach_x,fx_win,fight_time_x,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,height_y,weight_y,reach_y,fight_time_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y
1.78,155.0,1.8,0,2.0299999999999994,23.86,8.37,0.81,8.37,0.81,14.78,0.67,0.67,7.39,0.71,1.78,145.0,1.88,47.96999999999999,31.85,5.94,0.73,7.42,0.71,1.88,0.67,0.67,1.88,0.64
1.78,155.0,1.8,1,10.5,24.32,2.48,0.7,12.57,0.71,5.71,0.67,0.57,4.29,0.68,1.75,155.0,1.8,0.5499999999999998,26.08,1.82,0.25,1.82,0.25,0.0,0.0,0.0,0.0,0.7
1.78,155.0,1.8,0,25.990000000000002,25.62,3.04,0.63,6.69,0.66,3.46,0.67,0.62,5.19,0.67,1.75,155.0,1.78,60.0,25.7,4.65,0.32,4.87,0.38,0.25,0.5,0.0,0.0,0.67
1.78,155.0,1.8,1,26.710000000000008,27.38,3.29,0.37,6.18,0.38,3.37,0.32,0.67,2.25,0.64,1.75,155.0,1.73,23.639999999999993,28.53,5.84,0.49,4.36,0.45,0.0,0.0,0.14,0.0,0.76
1.78,155.0,1.8,0,29.860000000000014,29.24,3.25,0.36,3.28,0.36,1.0,0.33,0.33,2.51,0.62,1.78,155.0,1.85,47.650000000000006,27.2,2.43,0.35,5.6,0.51,0.0,0.0,0.54,0.0,0.55
1.78,155.0,1.8,1,44.08000000000001,29.56,2.79,0.33,4.85,0.41,0.68,0.2,0.5,1.36,0.64,1.73,155.0,1.78,52.78,33.95,8.37,0.67,7.2,0.61,1.42,0.29,0.29,0.57,0.62
1.78,155.0,1.8,1,57.73000000000002,30.29,3.52,0.42,5.28,0.47,1.3,0.38,0.44,1.56,0.62,1.85,170.0,1.9,32.459999999999994,26.75,5.08,0.5,5.08,0.5,2.31,0.29,0.29,0.92,1.0
1.78,155.0,1.8,1,45.800000000000026,31.17,3.97,0.48,6.2,0.51,1.64,0.33,0.38,0.66,0.64,1.7,155.0,1.78,46.529999999999994,36.84,6.94,0.52,6.94,0.52,0.32,0.5,0.5,0.0,0.76
1.78,155.0,1.8,1,27.62000000000002,32.65,6.41,0.52,5.76,0.49,2.17,0.67,0.6,0.54,0.62,1.75,155.0,1.8,15.0,24.99,3.8,0.51,3.8,0.51,0.0,0.0,0.0,1.0,0.85
1.78,155.0,1.8,0,34.05000000000002,32.92,5.55,0.55,4.67,0.48,2.2,0.71,0.89,0.88,0.62,1.78,155.0,1.78,47.5,27.08,3.75,0.47,3.75,0.47,0.63,0.5,0.5,0.32,0.69
1.78,155.0,1.83,1,30.000000000000004,28.93,3.6,0.41,6.3,0.49,0.0,0.0,0.5,2.5,0.67,1.73,155.0,1.78,22.94000000000001,32.34,4.71,0.48,4.97,0.51,1.96,0.2,0.25,0.0,0.71
1.78,155.0,1.83,1,38.45,29.82,3.56,0.39,5.83,0.47,0.0,0.0,0.36,1.95,0.69,1.78,155.0,1.78,32.13,32.36,2.49,0.44,4.01,0.51,0.0,0.0,0.42,1.4,0.62
1.78,155.0,1.83,0,53.42,30.34,3.86,0.39,5.52,0.45,0.0,0.0,0.41,2.25,0.71,1.73,155.0,1.8,8.4,27.36,2.74,0.49,11.79,0.78,0.0,0.0,0.67,0.0,0.85
1.83,185.0,1.78,0,18.35,23.16,4.2,0.64,4.2,0.64,3.27,0.8,0.8,0.82,0.76,1.75,170.0,1.85,28.71,32.1,1.88,0.59,4.32,0.8,3.13,0.38,0.3,2.09,0.83
1.83,185.0,1.78,1,21.82,23.37,3.57,0.62,3.94,0.64,2.75,0.8,0.83,0.69,0.74,1.85,185.0,1.93,27.590000000000003,22.51,11.31,0.66,10.91,0.66,0.54,0.25,0.33,1.63,0.78
1.83,185.0,1.78,0,28.17,23.67,3.66,0.54,5.96,0.64,2.66,0.5,0.3,0.53,0.73,1.85,170.0,1.96,2.52,26.94,7.94,0.62,5.95,0.6,0.0,0.0,0.0,5.95,0.67
1.83,185.0,1.78,0,7.040000000000006,32.59,1.14,0.44,1.7,0.46,4.26,0.5,1.0,2.13,0.71,1.8,170.0,1.8,46.43000000000002,35.15,6.31,0.61,6.57,0.62,0.97,0.13,0.2,0.0,0.73
1.83,185.0,1.78,1,19.720000000000006,32.95,2.69,0.72,5.88,0.71,3.04,1.0,0.62,0.76,0.71,1.88,170.0,1.9,18.62,32.61,5.21,0.67,6.44,0.69,0.0,0.0,0.0,0.0,0.65
1.68,135.0,1.65,0,23.950000000000003,28.78,2.67,0.31,6.56,0.33,0.0,0.0,0.67,0.0,0.8,1.65,135.0,1.7,30.0,25.25,3.9,0.64,2.13,0.51,3.0,0.46,0.4,0.5,0.82
1.68,135.0,1.65,1,52.6,29.63,4.28,0.45,5.48,0.35,0.57,0.13,0.38,1.71,0.82,1.73,125.0,1.75,38.07,30.47,3.81,0.53,3.47,0.54,0.79,0.4,0.57,0.39,0.42
1.68,135.0,1.65,1,31.89,29.97,5.14,0.54,4.23,0.36,1.41,0.27,0.31,3.29,0.78,1.68,135.0,1.7,51.389999999999986,32.49,3.31,0.61,3.31,0.61,4.96,0.5,0.5,1.75,0.69
1.7,145.0,1.78,1,15.0,24.06,5.33,0.68,4.53,0.45,2.0,1.0,0.0,3.0,0.78,1.75,155.0,1.85,33.63,29.77,4.46,0.58,4.46,0.58,0.45,0.33,0.33,0.45,0.65
1.7,145.0,1.78,1,27.12,24.81,5.83,0.69,3.65,0.46,2.77,0.62,0.0,3.87,0.74,1.75,155.0,1.73,11.969999999999999,24.02,3.93,0.37,3.51,0.39,6.27,1.0,1.0,0.0,0.8
1.7,145.0,1.78,1,27.57,25.19,5.8,0.69,3.63,0.45,3.26,0.67,0.0,4.35,0.71,1.73,155.0,1.78,16.37,28.3,7.51,0.75,7.94,0.76,6.41,0.58,0.6,1.83,0.77
1.7,145.0,1.78,0,32.43000000000001,26.42,3.95,0.59,2.53,0.43,2.31,0.71,0.5,2.78,0.68,1.78,145.0,1.88,32.489999999999995,32.47,8.65,0.66,8.49,0.62,5.54,0.67,0.44,0.46,0.62
1.7,145.0,1.78,1,36.03,27.36,2.72,0.39,3.14,0.41,0.83,0.2,0.22,1.25,0.68,1.7,155.0,1.78,58.93000000000002,33.46,4.63,0.56,4.63,0.56,0.25,0.17,0.17,0.51,0.72
1.7,145.0,1.78,0,43.099999999999994,28.49,2.6,0.4,2.23,0.35,2.09,0.3,0.33,1.04,0.69,1.73,155.0,1.78,40.35000000000001,30.94,8.25,0.68,8.18,0.67,1.49,0.5,0.43,0.37,0.69
1.83,185.0,1.83,0,1.4499999999999997,20.18,5.52,0.8,5.52,0.8,0.0,0.0,0.0,0.0,0.73,1.78,185.0,1.85,1.4499999999999997,28.17,0.69,0.5,0.69,0.5,0.0,0.0,0.0,0.0,0.81
1.85,185.0,1.9,1,6.52,28.41,9.2,0.66,3.07,0.38,0.0,0.0,0.1,0.0,0.75,1.93,260.0,1.93,16.82,27.0,3.27,0.56,3.57,0.58,1.78,1.0,1.0,1.78,0.75
1.85,185.0,1.9,0,21.519999999999996,28.8,7.99,0.64,3.95,0.48,0.0,0.0,0.18,0.0,0.75,1.91,265.0,2.01,14.57,32.2,5.49,0.71,5.49,0.71,0.0,0.0,0.0,4.12,0.0
1.85,185.0,1.9,0,36.519999999999996,29.12,7.26,0.56,4.68,0.5,0.41,0.33,0.18,0.0,0.71,1.8,235.0,1.88,26.299999999999997,31.55,2.51,0.42,2.47,0.42,0.0,0.0,1.0,0.0,0.62
1.78,155.0,1.8,0,9.219999999999999,27.05,2.06,0.25,6.07,0.49,1.63,1.0,0.2,0.0,1.0,1.73,135.0,1.75,17.57,26.14,2.96,0.4,2.9,0.4,3.41,0.67,0.75,3.41,0.71
1.73,135.0,1.73,0,3.75,26.16,9.87,0.58,9.87,0.58,0.0,0.0,0.0,12.0,0.7,1.65,135.0,1.68,39.17,30.23,5.49,0.42,5.49,0.42,1.91,0.31,0.31,0.0,0.6
1.73,135.0,1.73,0,8.73,26.79,5.38,0.59,6.07,0.62,0.0,0.0,0.0,6.87,0.64,1.75,145.0,1.88,1.92,32.47,1.04,0.13,1.04,0.13,0.0,0.0,0.0,0.0,0.7
1.78,155.0,1.83,0,21.72,27.27,1.47,0.44,3.08,0.58,0.0,0.0,1.0,2.07,0.72,1.75,170.0,1.78,24.659999999999997,23.02,4.62,0.62,4.62,0.62,3.04,1.0,1.0,1.82,0.7
1.78,155.0,1.83,0,36.72,32.8,1.36,0.31,4.11,0.54,0.82,0.2,1.0,1.23,0.71,1.73,155.0,1.9,47.550000000000004,30.49,4.5,0.67,4.94,0.73,4.42,0.52,0.45,1.26,0.79
1.78,155.0,1.83,0,51.72,33.01,2.55,0.44,5.18,0.62,0.58,0.2,0.54,0.87,0.69,1.78,155.0,1.83,35.87,32.98,3.07,0.38,4.46,0.54,0.84,0.12,0.27,0.84,0.62
1.6,135.0,1.68,1,53.8,29.7,4.07,0.38,3.53,0.39,0.84,0.27,0.07,0.0,0.68,1.68,125.0,1.68,53.67,30.22,3.63,0.52,3.26,0.49,0.84,0.33,0.21,0.56,0.82
1.6,135.0,1.68,1,48.8,30.65,3.63,0.42,2.4,0.37,0.61,0.25,0.08,0.0,0.65,1.63,125.0,1.63,60.0,32.09,3.57,0.58,3.57,0.58,4.5,0.46,0.46,0.25,0.71
1.6,135.0,1.68,1,54.220000000000006,31.55,3.87,0.51,3.39,0.49,1.11,0.5,0.04,0.0,0.64,1.65,135.0,1.7,54.929999999999986,34.94,3.3,0.51,3.68,0.54,3.0,0.46,0.37,1.09,0.59
1.6,135.0,1.68,0,50.620000000000005,32.01,3.93,0.53,3.1,0.49,1.19,0.57,0.05,0.0,0.65,1.6,135.0,1.7,34.850000000000016,26.31,5.82,0.45,3.85,0.39,0.43,0.5,0.0,1.72,0.77
1.6,135.0,1.68,0,65.62,33.13,4.19,0.56,3.84,0.42,0.23,0.1,0.25,0.0,0.64,1.68,135.0,1.7,15.0,29.54,2.93,0.29,2.87,0.32,0.0,0.0,0.0,0.0,0.79
1.6,135.0,1.68,1,55.620000000000005,33.43,3.85,0.5,3.4,0.34,0.54,0.18,0.33,0.0,0.66,1.68,135.0,1.65,28.1,31.49,4.77,0.43,5.27,0.43,2.14,0.24,0.2,2.14,0.94
1.6,135.0,1.68,0,60.0,34.41,3.53,0.41,3.45,0.39,0.5,0.33,0.4,0.0,0.65,1.7,135.0,1.7,28.47,26.03,8.61,0.56,7.97,0.54,1.58,0.6,0.43,0.53,0.92
1.6,135.0,1.68,1,60.0,35.39,3.32,0.4,4.35,0.43,1.0,0.31,0.44,0.0,0.66,1.68,135.0,1.75,29.27,26.77,8.3,0.58,8.3,0.58,2.05,0.67,0.67,2.05,0.79
1.75,155.0,1.75,0,15.0,31.69,1.33,0.4,3.67,0.66,1.0,1.0,0.86,4.0,0.71,1.75,155.0,1.85,36.400000000000006,33.96,3.85,0.54,3.85,0.54,0.41,0.33,0.33,1.24,0.64
1.75,155.0,1.75,0,0.3200000000000003,35.48,3.12,0.5,40.62,0.72,0.0,0.0,1.0,0.0,0.73,1.7,155.0,1.75,60.0,31.1,4.83,0.38,4.95,0.42,0.25,0.08,0.14,0.25,0.6
1.85,170.0,1.9,1,19.6,22.31,7.3,0.65,3.16,0.56,6.89,0.53,1.0,2.3,0.92,1.83,155.0,1.83,59.999999999999986,29.92,8.27,0.68,7.25,0.69,0.5,0.5,0.36,0.75,0.67
1.85,170.0,1.9,0,49.599999999999994,23.23,10.02,0.65,3.79,0.54,4.23,0.56,0.67,0.91,0.87,1.83,170.0,1.88,35.45,35.08,5.73,0.62,5.73,0.62,0.85,0.17,0.17,2.54,0.68
1.85,170.0,1.9,1,60.0,24.79,8.55,0.61,4.9,0.57,2.25,0.45,0.47,0.75,0.88,1.85,170.0,1.83,15.0,25.05,15.33,0.79,15.33,0.79,3.0,0.75,0.75,2.0,0.9
1.85,170.0,1.9,1,60.0,25.19,8.9,0.59,4.92,0.55,1.75,0.41,0.33,0.0,0.88,1.75,155.0,1.75,24.67,29.37,4.26,0.83,3.24,0.64,5.47,0.75,0.6,1.82,0.76
1.7,170.0,1.8,1,15.0,26.44,5.33,0.75,5.33,0.75,7.0,1.0,1.0,2.0,0.73,1.93,185.0,1.98,30.879999999999995,22.76,3.59,0.59,3.59,0.59,2.43,0.62,0.62,3.4,0.8
1.7,170.0,1.8,0,44.290000000000006,27.78,4.0,0.75,3.68,0.68,2.71,0.67,0.45,0.68,0.65,1.75,170.0,1.78,61.03,27.19,3.64,0.42,3.64,0.42,0.25,0.33,0.33,0.0,0.62
1.7,170.0,1.8,0,44.290000000000006,28.32,3.91,0.58,5.06,0.58,1.02,0.43,0.71,0.34,0.67,1.83,170.0,1.9,35.16,30.46,4.04,0.7,4.07,0.68,0.85,0.5,0.47,2.13,0.57
1.7,170.0,1.8,1,57.35000000000001,30.83,3.78,0.58,5.27,0.59,1.83,0.35,0.47,0.52,0.66,1.8,170.0,1.85,15.7,29.7,1.78,0.57,1.78,0.57,0.0,0.0,0.0,0.0,0.74
1.7,170.0,1.8,0,60.000000000000014,31.11,4.78,0.61,5.72,0.56,2.5,0.29,0.5,0.25,0.63,1.85,170.0,1.88,60.0,30.53,5.77,0.46,4.48,0.43,5.0,0.57,0.6,0.5,0.8
1.7,170.0,1.8,0,60.000000000000014,31.89,6.23,0.74,5.6,0.66,2.0,0.3,0.43,0.25,0.62,1.8,170.0,1.83,48.78,28.38,2.67,0.45,2.67,0.45,0.0,0.0,0.0,0.0,0.94
1.7,170.0,1.8,0,47.28000000000001,32.78,5.46,0.73,6.37,0.7,0.95,0.43,0.5,0.0,0.65,1.88,170.0,1.9,35.69000000000001,31.8,4.79,0.53,4.79,0.53,1.26,0.5,0.5,0.42,0.72
1.6,135.0,1.7,1,9.899999999999999,22.42,12.22,0.5,9.49,0.56,0.0,0.0,1.0,0.0,0.76,1.65,125.0,1.65,5.18,36.17,2.32,0.55,2.32,0.55,0.0,0.0,0.0,0.0,0.63
1.6,135.0,1.7,1,37.07,23.37,7.42,0.44,6.12,0.49,0.81,1.0,0.38,0.0,0.75,1.63,125.0,1.63,23.630000000000003,30.14,1.95,0.22,2.03,0.22,1.9,0.75,0.33,0.0,0.68
1.6,135.0,1.7,1,46.98000000000001,25.92,5.66,0.44,5.66,0.44,0.64,0.5,0.5,1.92,0.79,1.73,135.0,1.8,11.54,28.89,5.89,0.49,5.89,0.49,1.3,0.2,0.2,0.0,0.93
1.6,135.0,1.7,1,46.98000000000002,26.09,6.58,0.43,5.41,0.4,0.96,0.5,0.29,1.28,0.79,1.75,135.0,1.78,43.19,25.49,2.32,0.44,3.75,0.53,0.0,0.0,0.38,1.39,0.8
1.6,135.0,1.7,0,44.85000000000002,26.55,5.55,0.39,4.01,0.34,0.33,0.5,0.0,0.33,0.78,1.68,125.0,1.7,77.91,30.89,6.78,0.39,6.78,0.39,0.77,0.19,0.19,0.0,0.76
1.6,135.0,1.7,1,57.72000000000003,27.38,4.64,0.39,5.63,0.45,0.52,0.5,0.56,0.0,0.78,1.73,135.0,1.78,46.129999999999995,24.9,3.27,0.47,3.71,0.46,0.65,0.22,0.14,1.3,0.79
1.75,155.0,1.75,0,39.67,29.5,3.43,0.73,2.8,0.6,3.78,0.67,0.5,1.13,0.73,1.85,170.0,1.88,57.03,26.84,5.75,0.46,7.63,0.58,2.89,0.61,0.63,0.53,0.62
1.75,155.0,1.75,0,54.67,30.08,3.18,0.59,3.38,0.49,2.74,0.48,0.42,1.37,0.74,1.78,155.0,1.85,24.6,27.56,2.2,0.28,2.2,0.28,1.83,0.27,0.27,0.61,0.82
1.73,155.0,1.73,1,44.42,27.54,3.98,0.49,2.0,0.21,0.0,0.0,0.2,0.0,0.91,1.75,155.0,1.78,48.870000000000005,28.57,5.5,0.35,5.67,0.42,1.53,0.5,0.25,0.0,0.63
1.73,155.0,1.73,1,47.970000000000006,28.39,4.52,0.45,4.09,0.28,0.0,0.0,0.0,0.0,0.85,1.7,155.0,1.8,28.17,26.49,4.12,0.48,1.46,0.34,1.06,0.67,0.36,0.0,0.7
1.73,155.0,1.73,0,31.63000000000001,30.61,6.86,0.52,5.37,0.49,0.0,0.0,0.0,0.0,0.71,1.78,155.0,1.9,15.36,28.26,3.58,0.46,3.58,0.46,0.0,0.0,0.0,1.95,0.79
1.73,155.0,1.73,1,44.61000000000001,31.18,6.97,0.54,5.45,0.41,0.0,0.0,0.0,0.0,0.72,1.85,155.0,1.9,4.5,31.23,0.44,0.33,0.44,0.33,0.0,0.0,0.0,0.0,0.79
1.73,155.0,1.73,0,44.61000000000001,31.61,7.96,0.57,5.4,0.37,0.0,0.0,0.0,0.0,0.74,1.75,155.0,1.8,7.369999999999999,24.74,5.7,0.38,9.36,0.57,0.0,0.0,0.0,0.0,1.0
1.73,155.0,1.73,1,46.67,33.24,6.26,0.57,4.52,0.34,0.0,0.0,0.0,0.0,0.71,1.73,155.0,1.75,53.030000000000015,33.84,3.73,0.39,3.77,0.38,0.57,1.0,0.6,0.0,0.56
1.68,125.0,1.68,1,59.900000000000006,30.46,2.79,0.46,2.79,0.46,0.75,0.27,0.27,0.5,0.78,1.7,125.0,1.68,19.72,22.34,6.34,0.67,2.38,0.5,6.09,0.62,0.0,0.0,0.7
1.68,125.0,1.68,0,44.879999999999995,31.17,4.26,0.56,3.25,0.48,0.33,0.12,0.43,1.67,0.75,1.63,125.0,1.65,24.380000000000017,30.81,5.5,0.44,5.46,0.47,1.23,0.67,0.83,0.62,0.81
1.68,125.0,1.68,0,44.879999999999995,32.82,3.81,0.56,4.17,0.54,0.33,0.11,0.64,1.34,0.76,1.68,125.0,1.75,51.56999999999999,23.41,6.05,0.49,6.05,0.49,1.75,0.33,0.33,0.58,0.81
1.68,125.0,1.68,1,59.09999999999999,33.55,4.48,0.57,4.53,0.52,1.02,0.29,0.8,1.27,0.74,1.65,125.0,1.65,15.0,29.13,6.27,0.57,6.27,0.57,2.0,0.29,0.29,0.0,0.93
1.68,125.0,1.68,1,46.62999999999999,34.07,3.82,0.52,5.23,0.55,0.97,0.27,0.8,1.29,0.71,1.63,125.0,1.65,37.05999999999999,33.27,2.35,0.27,2.35,0.27,3.64,0.43,0.43,1.21,0.7
1.8,185.0,1.9,0,3.9700000000000006,33.46,0.25,0.5,0.25,0.5,0.0,0.0,0.0,0.0,0.79,1.91,185.0,2.06,14.999999999999998,26.05,5.4,0.74,5.4,0.49,0.0,0.0,0.43,1.0,0.76
1.78,135.0,1.8,0,14.73,31.26,4.01,0.42,4.01,0.42,0.0,0.0,0.0,0.0,0.61,1.68,135.0,1.7,48.25,29.58,6.09,0.69,6.09,0.69,2.49,0.31,0.31,0.93,0.67
1.78,135.0,1.8,0,16.01,31.69,4.37,0.45,4.31,0.43,0.0,0.0,0.0,0.0,0.59,1.68,135.0,1.7,33.9,30.0,7.49,0.79,7.49,0.79,3.54,0.36,0.36,1.33,0.64
1.78,155.0,1.83,1,15.0,24.37,6.0,0.51,6.0,0.51,0.0,0.0,0.0,0.0,0.75,1.8,155.0,1.85,30.0,30.49,3.33,0.63,4.97,0.58,3.5,0.58,0.67,0.5,1.25
1.8,155.0,1.85,0,15.0,30.49,3.93,0.75,3.93,0.75,4.0,0.67,0.67,1.0,1.11,1.78,155.0,1.83,15.0,24.37,6.0,0.51,6.0,0.51,0.0,0.0,0.0,0.0,0.75
1.8,155.0,1.85,0,30.0,30.49,3.33,0.63,4.97,0.58,3.5,0.58,0.67,0.5,1.25,1.78,155.0,1.83,15.0,24.37,6.0,0.51,6.0,0.51,0.0,0.0,0.0,0.0,0.75
1.78,155.0,1.83,1,30.0,25.23,6.0,0.51,4.37,0.51,0.0,0.0,0.5,0.0,0.73,1.8,155.0,1.85,45.0,27.55,6.22,0.56,6.13,0.57,2.0,0.43,0.31,0.0,0.61
1.78,155.0,1.83,1,49.47,26.36,5.11,0.47,3.98,0.51,2.43,0.62,0.55,0.0,0.75,1.8,155.0,1.85,53.099999999999994,32.49,2.82,0.59,3.86,0.51,2.54,0.35,0.57,0.85,0.92
1.78,155.0,1.83,1,49.47,26.36,5.11,0.47,4.97,0.51,2.43,0.62,0.56,0.0,0.76,1.8,155.0,1.85,53.099999999999994,32.49,2.82,0.59,3.86,0.51,2.54,0.35,0.57,0.85,0.92
1.8,155.0,1.85,0,53.099999999999994,32.49,2.82,0.59,3.86,0.51,2.54,0.35,0.57,0.85,0.85,1.78,155.0,1.83,49.47,26.36,5.11,0.47,4.97,0.51,2.43,0.62,0.56,0.0,0.76
1.8,155.0,1.85,0,53.099999999999994,32.49,2.82,0.59,3.86,0.51,2.54,0.35,0.57,0.85,0.92,1.78,155.0,1.83,49.47,26.36,5.11,0.47,4.97,0.51,2.43,0.62,0.56,0.0,0.76
1.7,135.0,1.8,1,43.92,38.3,2.25,0.34,3.69,0.47,0.0,0.0,0.27,0.34,0.7,1.65,135.0,1.7,40.54999999999998,35.54,3.63,0.52,4.14,0.56,2.96,0.38,0.29,1.48,0.61
1.7,135.0,1.8,0,34.69,38.83,2.8,0.38,2.36,0.36,0.0,0.0,0.0,0.0,0.71,1.7,135.0,1.75,29.320000000000004,30.37,2.69,0.64,5.15,0.72,3.07,0.86,0.4,1.53,0.8
1.83,170.0,1.83,0,4.35,26.14,2.3,0.53,2.3,0.83,0.0,0.0,0.0,0.0,0.8,1.78,170.0,1.78,15.0,27.1,0.53,0.38,0.53,0.38,1.0,0.08,0.08,0.0,0.76
1.83,210.0,1.83,0,15.34,8.13,6.19,0.77,6.19,0.77,0.98,1.0,1.0,0.98,0.0,1.88,225.0,1.88,1.8200000000000003,30.54,8.79,0.8,8.79,0.8,0.0,0.0,0.0,0.0,0.58
1.98,205.0,2.08,1,1.9500000000000002,26.85,5.13,0.91,2.56,0.5,0.0,0.0,0.0,0.0,0.78,1.93,205.0,2.03,47.269999999999996,30.35,3.93,0.45,3.93,0.5,0.32,0.5,0.0,0.32,0.7
1.98,205.0,2.08,1,2.2,26.92,7.73,0.89,2.27,0.36,0.0,0.0,0.0,0.0,0.74,1.91,205.0,1.96,10.519999999999996,32.01,10.46,0.68,5.7,0.59,4.28,0.75,0.2,4.28,0.72
1.98,205.0,2.08,0,4.920000000000002,27.96,4.47,0.73,1.42,0.37,0.0,0.0,0.0,0.0,0.76,1.91,205.0,1.96,34.81,28.02,5.2,0.64,3.71,0.6,2.15,0.56,0.47,1.72,0.82
1.75,185.0,1.75,1,15.48,26.65,7.82,0.71,2.26,0.65,6.78,0.5,0.17,3.88,0.67,1.78,155.0,1.83,34.95,26.2,4.66,0.65,4.66,0.65,2.15,0.42,0.42,0.0,0.89
1.75,185.0,1.75,1,36.15,27.9,6.58,0.72,4.07,0.65,6.22,0.65,0.12,1.66,0.64,1.73,170.0,1.78,48.66,30.93,6.25,0.59,6.25,0.59,4.01,0.59,0.59,0.92,0.75
1.75,185.0,1.75,1,50.67,28.3,6.34,0.68,4.36,0.62,4.74,0.55,0.17,1.18,0.58,1.83,170.0,1.93,59.999999999999986,33.85,10.37,0.71,9.6,0.67,4.75,0.49,0.35,0.0,0.8
1.75,185.0,1.75,1,35.870000000000005,28.65,5.83,0.65,5.38,0.61,3.76,0.6,0.17,0.0,0.54,1.78,170.0,1.85,59.980000000000004,34.43,3.15,0.47,2.0,0.32,1.75,0.5,0.22,0.25,0.62
1.75,185.0,1.75,1,35.870000000000005,29.18,5.8,0.57,4.8,0.56,1.25,0.23,0.29,0.0,0.57,1.83,170.0,1.83,59.199999999999996,30.59,4.19,0.43,5.05,0.49,1.01,0.25,0.5,1.27,0.72
1.75,185.0,1.75,1,55.769999999999996,30.51,5.31,0.56,4.81,0.55,4.3,0.64,0.71,0.0,0.53,1.8,170.0,1.88,26.72,31.99,4.38,0.55,3.48,0.47,1.12,1.0,0.75,0.0,0.68
1.75,185.0,1.75,0,65.77,31.23,6.08,0.5,5.67,0.52,3.65,0.55,0.74,0.0,0.56,1.8,170.0,1.88,78.09999999999998,32.72,4.94,0.46,4.64,0.44,0.38,0.67,0.67,0.0,0.68
1.75,185.0,1.75,1,90.0,31.5,6.02,0.51,6.0,0.56,3.5,0.46,0.74,0.17,0.58,1.83,170.0,1.9,43.65999999999998,34.17,6.89,0.53,6.62,0.57,2.4,0.5,0.88,1.72,0.64
1.75,185.0,1.75,0,90.0,32.4,6.2,0.52,5.67,0.56,3.0,0.44,0.5,0.17,0.6,1.83,170.0,1.9,40.17,32.99,5.7,0.53,5.7,0.53,1.49,0.67,0.67,0.0,0.67
1.75,185.0,1.75,0,68.52,32.82,6.23,0.51,5.74,0.55,3.5,0.41,0.0,0.22,0.62,1.75,185.0,1.8,54.77000000000001,24.71,5.13,0.51,3.07,0.43,1.1,0.57,0.39,0.27,0.77
1.75,185.0,1.75,0,58.519999999999996,33.3,5.66,0.56,6.24,0.58,3.84,0.44,0.0,0.26,0.64,1.91,170.0,2.03,54.89999999999998,29.41,7.69,0.64,7.69,0.64,3.01,0.37,0.37,0.55,0.71
1.75,185.0,1.75,0,48.519999999999996,33.79,4.58,0.52,6.68,0.54,2.16,0.5,0.5,0.0,0.67,1.83,185.0,1.88,22.519999999999992,36.41,6.75,0.68,6.75,0.68,1.33,1.0,1.0,0.0,0.61
1.75,185.0,1.75,0,50.76999999999999,34.15,4.35,0.49,6.72,0.55,2.07,0.58,0.5,0.0,0.68,1.85,185.0,1.83,7.38,26.54,9.89,0.6,9.89,0.6,0.0,0.0,0.0,0.0,1.0
1.68,125.0,1.7,0,2.2199999999999998,27.09,4.5,0.31,4.5,0.31,6.76,1.0,1.0,0.0,0.7,1.65,125.0,1.68,23.85,23.94,6.54,0.58,6.54,0.58,1.89,0.6,0.6,0.0,0.93
1.68,125.0,1.7,1,6.02,27.74,4.65,0.45,9.8,0.63,2.49,1.0,1.0,0.0,0.73,1.63,125.0,1.65,14.999999999999998,24.45,2.67,0.47,2.67,0.47,1.0,0.5,0.5,0.0,0.8
1.68,125.0,1.7,0,14.239999999999998,28.18,4.49,0.5,6.39,0.59,2.11,1.0,0.75,3.16,0.67,1.63,125.0,1.63,60.0,36.15,5.25,0.53,5.07,0.52,0.75,0.5,0.14,1.75,0.54
1.83,170.0,1.93,1,15.0,28.11,9.73,0.86,9.73,0.86,5.0,0.71,0.71,2.0,0.81,1.78,170.0,1.83,1.120000000000001,25.99,7.14,0.8,7.14,0.8,0.0,0.0,0.0,13.39,0.77
1.83,170.0,1.93,1,24.950000000000003,28.34,10.74,0.84,6.65,0.81,4.81,0.73,0.6,1.8,0.82,1.75,170.0,1.78,15.040000000000001,22.74,7.45,0.61,7.45,0.61,3.99,1.0,1.0,0.0,0.74
1.83,170.0,1.93,1,49.57,29.02,11.22,0.82,3.73,0.78,4.84,0.76,0.54,1.51,0.74,1.73,170.0,1.78,19.730000000000004,26.11,3.65,0.61,3.65,0.61,0.76,0.17,0.17,0.0,0.71
1.83,170.0,1.93,1,42.65,29.3,11.23,0.8,1.41,0.6,4.57,0.62,0.33,1.76,0.75,1.8,170.0,1.88,15.0,29.03,3.93,0.77,3.93,0.77,7.0,0.88,0.88,4.0,0.71
1.83,170.0,1.93,1,69.99999999999999,31.38,7.79,0.71,7.79,0.71,2.36,0.44,0.44,0.43,0.76,1.8,170.0,1.85,3.4800000000000004,28.46,2.01,0.29,2.01,0.29,0.0,0.0,0.0,0.0,1.43
1.83,170.0,1.93,1,69.99999999999999,31.8,7.54,0.71,5.91,0.67,2.57,0.46,0.33,0.64,0.77,1.73,170.0,1.78,15.0,29.28,8.13,0.8,8.13,0.8,6.0,0.55,0.55,0.0,0.67
