height_x,weight_x,reach_x,fx_win,fight_time_x,age_x,str_landed_per_min_x,str_acc_x,str_absorb_per_min_x,str_def_x,td_avg_x,td_acc_x,td_def_x,sub_avg_x,win_percentage_x,height_y,weight_y,reach_y,fight_time_y,age_y,str_landed_per_min_y,str_acc_y,str_absorb_per_min_y,str_def_y,td_avg_y,td_acc_y,td_def_y,sub_avg_y,win_percentage_y
1.91,185.0,1.98,0,15.0,22.87,4.6,0.31,4.93,0.37,0.0,0.0,0.67,0.0,0.89,1.83,185.0,1.85,24.0,31.01,7.62,0.65,7.62,0.65,1.25,0.07,0.07,0.0,0.8
1.91,185.0,1.98,0,30.0,23.46,4.0,0.26,5.3,0.42,0.0,0.0,0.42,0.0,0.8,1.88,205.0,1.93,16.66,31.07,3.36,0.37,3.0,0.38,0.0,0.0,0.5,0.0,0.83
1.73,145.0,1.75,1,15.0,24.0,6.8,0.65,6.8,0.65,1.0,0.09,0.09,0.0,0.8,1.8,145.0,1.88,18.25,24.34,2.36,0.57,2.52,0.51,1.64,0.22,0.27,1.64,0.78
1.73,145.0,1.75,0,30.0,24.69,7.37,0.72,4.03,0.62,1.5,0.23,0.15,0.0,0.73,1.85,145.0,1.88,52.629999999999995,29.5,6.65,0.42,6.38,0.43,0.29,0.17,0.46,0.57,0.65
1.73,145.0,1.75,0,45.0,25.0,7.4,0.74,3.91,0.65,1.67,0.26,0.15,0.0,0.67,1.78,155.0,1.88,22.409999999999997,24.33,3.84,0.41,7.05,0.58,1.34,0.29,0.4,2.01,0.95
1.73,145.0,1.75,0,57.67,25.28,6.36,0.72,4.04,0.67,1.56,0.29,0.24,0.0,0.62,1.73,145.0,1.8,30.0,30.62,3.03,0.42,3.03,0.42,1.5,0.33,0.33,0.0,0.59
1.6,115.0,1.63,0,17.78,32.06,4.61,0.6,5.62,0.56,0.0,0.0,0.23,0.0,1.0,1.55,115.0,1.57,37.53000000000001,25.36,10.1,0.68,3.73,0.49,3.6,0.75,0.12,0.8,0.8
1.6,115.0,1.63,0,32.78,32.83,5.52,0.51,7.57,0.48,0.0,0.0,0.31,0.0,1.0,1.65,115.0,1.63,43.65,31.94,5.7,0.59,5.7,0.59,0.69,0.5,0.5,1.37,0.67
1.6,115.0,1.63,1,47.78,33.12,6.05,0.49,8.25,0.47,0.0,0.0,0.29,0.0,0.91,1.7,125.0,1.7,60.0,26.46,3.32,0.29,3.77,0.33,0.25,0.33,0.5,0.5,0.8
1.6,115.0,1.63,0,47.78,33.62,7.2,0.49,8.54,0.4,0.31,0.5,0.43,0.0,0.92,1.7,115.0,1.7,60.0,31.31,6.23,0.45,5.12,0.5,0.0,0.0,0.67,0.75,0.62
1.6,115.0,1.63,0,60.00000000000001,34.19,7.52,0.51,8.52,0.38,0.5,0.67,0.25,0.0,0.85,1.63,115.0,1.6,60.00000000000001,33.62,4.68,0.55,4.68,0.55,2.25,0.26,0.26,0.0,0.5
1.6,115.0,1.63,1,49.400000000000006,34.29,7.17,0.52,7.75,0.37,0.61,0.67,0.2,0.0,0.79,1.55,115.0,1.63,30.0,32.97,4.9,0.4,7.43,0.41,0.0,0.0,0.25,0.0,0.6
1.6,115.0,1.63,0,49.400000000000006,34.4,7.37,0.53,5.95,0.29,0.61,0.33,0.17,0.0,0.8,1.65,115.0,1.6,45.0,29.98,7.27,0.42,7.27,0.42,0.0,0.0,0.0,0.0,0.91
1.6,115.0,1.63,1,46.33000000000002,35.03,6.28,0.5,5.72,0.34,0.32,0.17,0.33,0.32,0.71,1.55,115.0,1.57,37.019999999999996,27.58,7.1,0.55,7.35,0.54,0.41,1.0,0.31,0.41,0.77
1.6,115.0,1.63,1,51.360000000000014,35.11,7.18,0.5,5.74,0.34,0.58,0.29,0.2,0.29,0.67,1.55,115.0,1.55,15.0,24.1,7.47,0.68,7.47,0.68,1.0,0.17,0.17,0.0,0.6
1.75,170.0,1.75,0,2.4200000000000004,26.43,0.83,1.0,3.72,0.75,0.0,0.0,1.0,12.4,0.82,1.78,170.0,1.85,16.35,28.35,6.06,0.88,5.87,0.88,6.42,0.78,1.0,0.92,0.71
1.73,135.0,1.75,0,4.4,27.49,6.14,0.3,6.14,0.3,0.0,0.0,0.0,0.0,1.09,1.7,135.0,1.78,4.4,22.28,5.91,0.5,6.14,0.3,0.0,0.0,0.0,0.0,0.93
1.7,135.0,1.78,1,4.4,22.28,5.91,0.5,6.14,0.3,0.0,0.0,0.0,0.0,0.93,1.73,135.0,1.75,4.4,27.49,6.14,0.3,6.14,0.3,0.0,0.0,0.0,0.0,1.09
1.73,135.0,1.75,0,8.8,28.58,6.14,0.3,6.02,0.37,0.0,0.0,0.0,0.0,1.2,1.65,135.0,1.63,3.5699999999999994,28.07,0.28,0.11,0.28,0.11,0.0,0.0,0.0,12.61,0.8
1.73,135.0,1.75,1,9.870000000000001,29.06,5.98,0.3,5.37,0.37,1.52,0.09,0.0,0.0,1.0,1.68,135.0,1.65,22.33,28.21,2.82,0.32,6.99,0.34,0.0,0.0,0.67,0.0,0.79
1.73,135.0,1.75,0,11.490000000000002,29.48,6.7,0.33,4.7,0.35,1.31,0.09,0.0,0.0,1.0,1.7,135.0,1.78,29.18,24.27,6.99,0.51,4.87,0.36,0.0,0.0,0.18,0.0,0.85
1.73,135.0,1.75,0,11.490000000000002,29.48,6.7,0.33,4.7,0.35,1.31,0.09,0.0,0.0,0.87,1.7,135.0,1.78,29.18,24.27,6.99,0.51,4.87,0.36,0.0,0.0,0.18,0.0,0.85
1.7,135.0,1.78,1,29.18,24.27,6.99,0.51,4.83,0.39,0.0,0.0,0.25,0.0,0.83,1.73,135.0,1.75,11.490000000000002,29.48,6.7,0.33,4.7,0.35,1.31,0.09,0.0,0.0,0.87
1.7,135.0,1.78,1,29.18,24.27,6.99,0.51,4.87,0.36,0.0,0.0,0.18,0.0,0.85,1.73,135.0,1.75,11.490000000000002,29.48,6.7,0.33,4.7,0.35,1.31,0.09,0.0,0.0,0.87
1.73,135.0,1.75,1,11.490000000000002,30.14,6.7,0.33,4.7,0.35,1.31,0.09,0.0,0.0,0.93,1.65,135.0,1.65,15.0,31.78,4.87,0.5,8.47,0.71,3.0,0.75,0.0,3.0,0.9
1.96,260.0,1.93,1,2.299999999999999,34.38,2.61,0.43,2.61,0.43,0.0,0.0,0.0,0.0,0.8,1.88,247.0,1.9,2.33,36.52,2.15,0.62,8.15,0.9,0.0,0.0,1.0,12.88,0.8
1.96,260.0,1.93,0,11.579999999999998,34.65,7.6,0.87,2.59,0.51,6.48,0.71,0.0,0.0,0.75,1.91,260.0,1.98,14.77,29.0,5.28,0.35,5.28,0.35,0.0,0.0,0.0,0.0,0.78
1.96,260.0,1.93,1,12.129999999999999,34.99,7.42,0.84,3.13,0.51,6.18,0.71,0.0,0.0,0.71,1.83,247.0,1.88,28.299999999999997,32.61,3.46,0.74,7.03,0.73,1.06,0.4,0.38,0.53,0.71
1.96,260.0,1.93,0,27.129999999999995,35.86,7.48,0.85,4.39,0.72,4.42,0.73,0.14,0.0,0.67,1.91,235.0,1.93,4.949999999999999,34.47,2.22,0.41,6.67,0.46,0.0,0.0,0.5,0.0,0.83
1.96,260.0,1.93,1,39.83,36.29,6.15,0.79,5.07,0.71,3.01,0.57,0.12,0.0,0.68,1.85,241.0,1.9,2.28,36.22,0.44,0.33,6.58,0.45,0.0,0.0,1.0,0.0,0.87
1.96,260.0,1.93,0,30.779999999999998,36.66,5.65,0.72,5.85,0.74,1.46,0.38,0.2,0.0,0.65,1.93,250.0,2.11,19.45,30.26,4.88,0.53,4.52,0.56,0.0,0.0,0.17,0.0,0.89
1.96,260.0,1.93,0,20.35,37.42,3.78,0.52,5.36,0.64,0.74,0.17,0.0,0.0,0.64,2.01,245.0,2.08,15.0,27.13,4.93,0.46,6.67,0.57,1.0,0.5,0.0,0.0,0.83
1.88,205.0,1.98,0,0.22000000000000064,23.55,13.64,0.43,9.09,0.22,0.0,0.0,0.0,0.0,0.92,1.75,155.0,1.83,39.0,31.48,3.69,0.61,4.13,0.52,1.15,0.33,0.88,0.38,0.65
1.88,205.0,1.98,0,9.15,24.37,4.7,0.5,4.92,0.62,1.64,0.5,0.25,4.92,0.93,1.78,170.0,1.88,8.83,28.38,6.23,0.9,4.08,0.63,0.0,0.0,0.33,1.7,0.58
1.88,205.0,1.98,1,22.730000000000004,24.93,6.56,0.61,6.07,0.65,3.96,0.75,0.2,1.98,0.93,1.73,170.0,1.78,53.080000000000005,28.04,5.56,0.6,4.67,0.62,5.93,0.78,0.67,1.41,0.69
1.88,205.0,1.98,1,27.160000000000004,25.64,6.55,0.6,5.49,0.65,3.31,0.75,0.17,1.66,0.88,1.8,170.0,1.78,5.58,35.46,1.97,0.42,1.97,0.42,2.69,1.0,1.0,5.38,0.71
1.88,205.0,1.98,0,19.760000000000005,25.71,8.25,0.62,5.36,0.62,3.8,0.83,0.0,0.0,0.88,1.78,170.0,1.85,22.150000000000006,31.98,3.12,0.35,4.92,0.44,0.0,0.0,0.0,0.0,0.58
1.88,205.0,1.98,1,28.690000000000005,27.57,5.75,0.53,5.09,0.61,2.61,0.71,0.33,0.0,0.89,1.78,155.0,1.83,50.67,30.64,5.8,0.76,4.62,0.72,4.74,0.52,0.36,0.0,0.75
1.88,205.0,1.98,0,17.930000000000007,27.86,5.41,0.49,3.01,0.53,0.0,0.0,0.33,0.0,0.89,1.83,185.0,1.88,23.320000000000007,34.79,3.04,0.56,2.57,0.54,0.0,0.0,0.0,0.64,0.62
1.88,205.0,1.98,1,18.10000000000001,30.14,4.36,0.48,4.31,0.6,1.66,0.22,0.4,0.0,0.85,1.88,205.0,2.01,40.95,29.58,4.27,0.38,1.56,0.23,2.56,0.41,0.23,0.73,0.77
1.88,205.0,1.98,1,32.42000000000001,30.39,3.58,0.42,3.24,0.4,0.93,0.2,0.15,0.0,0.86,1.88,205.0,1.9,48.25,38.15,4.17,0.4,3.34,0.38,0.31,1.0,0.33,0.31,0.73
1.88,205.0,1.98,0,22.800000000000004,31.21,4.69,0.46,4.47,0.42,1.32,0.22,0.0,0.0,0.83,1.8,235.0,1.83,55.20000000000001,36.18,5.65,0.56,5.27,0.58,1.9,0.44,0.55,0.54,0.93
1.88,205.0,1.98,1,30.630000000000003,31.5,3.95,0.46,4.41,0.48,0.49,0.33,0.19,0.0,0.83,1.85,205.0,2.01,35.980000000000004,35.55,4.59,0.62,4.2,0.61,1.25,0.33,0.5,0.0,0.75
1.88,205.0,1.98,1,21.1,31.9,5.26,0.6,5.5,0.68,2.13,0.75,0.38,0.0,0.8,1.88,205.0,1.88,70.0,32.65,3.83,0.49,3.83,0.49,3.86,0.39,0.39,0.21,0.8
1.88,205.0,1.98,1,21.8,32.46,5.32,0.64,5.32,0.69,2.06,0.75,0.33,0.0,0.81,1.88,205.0,1.93,27.36999999999999,36.81,9.24,0.64,5.15,0.51,2.74,0.45,0.4,0.55,0.79
1.88,205.0,1.98,0,19.770000000000003,33.09,4.15,0.61,4.0,0.69,2.28,0.75,0.33,0.0,0.78,1.8,235.0,1.83,77.65000000000002,38.05,6.7,0.61,7.31,0.65,1.55,0.33,0.48,0.58,0.94
1.75,185.0,1.75,0,1.75,6.23,6.86,0.86,0.0,0.0,0.0,0.0,0.4,0.0,0.64,1.83,210.0,1.83,6.7299999999999995,27.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,0.73
1.85,155.0,1.9,0,30.0,31.83,6.53,0.48,5.53,0.45,1.5,0.75,0.8,0.0,0.68,1.75,155.0,1.8,34.87,32.35,4.99,0.7,2.32,0.63,3.87,0.5,0.45,0.0,0.62
1.85,155.0,1.9,1,45.0,32.14,5.84,0.5,5.0,0.48,1.0,0.5,0.43,0.33,0.7,1.73,155.0,1.73,29.42,26.97,4.49,0.56,1.5,0.15,0.0,0.0,0.2,0.0,0.9
1.85,155.0,1.9,0,60.0,32.36,5.63,0.49,4.5,0.46,0.75,0.5,0.43,0.25,0.67,1.73,170.0,1.78,29.5,27.71,2.75,0.38,2.75,0.38,0.51,0.08,0.08,0.51,0.65
1.85,155.0,1.9,0,52.870000000000005,34.23,3.92,0.5,3.86,0.49,0.0,0.0,0.36,0.28,0.65,1.78,155.0,1.83,15.0,31.5,5.53,0.67,5.53,0.67,8.0,0.67,0.67,1.0,0.89
1.85,155.0,1.9,0,52.870000000000005,34.59,3.22,0.45,4.6,0.51,0.0,0.0,0.52,0.0,0.67,1.73,155.0,1.83,36.1,29.31,3.02,0.4,3.55,0.53,1.25,0.6,0.29,0.83,0.72
1.91,205.0,1.9,0,2.6999999999999993,34.23,3.7,0.53,9.26,0.76,0.0,0.0,0.0,0.0,0.71,1.88,234.0,1.96,2.8500000000000014,31.3,2.46,0.58,2.46,0.58,5.26,0.25,0.25,5.26,0.67
1.91,205.0,1.9,0,17.7,37.38,4.86,0.55,6.95,0.44,2.54,0.27,0.33,0.0,0.67,1.88,230.0,1.85,34.95,35.45,2.6,0.58,2.29,0.55,0.86,0.67,0.25,0.0,0.74
1.91,205.0,1.9,1,30.450000000000003,39.08,3.51,0.54,6.44,0.49,1.97,0.15,0.33,0.49,0.65,1.98,205.0,2.06,24.9,38.08,8.11,0.74,2.09,0.34,0.6,0.5,0.1,0.0,0.61
1.91,205.0,1.9,1,15.999999999999993,40.83,4.13,0.55,2.88,0.51,4.69,0.36,0.0,3.75,0.65,1.91,205.0,2.01,36.230000000000004,29.09,2.51,0.27,2.51,0.27,1.66,0.44,0.44,0.83,0.65
1.91,205.0,1.9,0,13.479999999999993,41.17,4.67,0.55,2.89,0.5,4.45,0.4,0.0,3.34,0.67,1.88,205.0,1.88,25.28000000000001,30.5,5.34,0.59,5.26,0.59,2.37,0.4,0.4,1.19,0.85
1.91,205.0,1.9,0,19.119999999999994,42.59,2.35,0.52,8.37,0.82,0.78,0.25,1.0,0.78,0.65,1.85,205.0,1.88,31.630000000000003,31.68,9.58,0.58,9.58,0.58,0.0,0.0,0.0,0.95,0.68
1.91,205.0,1.9,0,19.929999999999993,43.11,2.41,0.53,8.93,0.77,0.75,0.25,1.0,0.75,0.62,1.91,205.0,1.93,49.75000000000001,30.24,5.37,0.5,5.91,0.48,1.21,0.29,0.18,0.0,0.63
1.78,155.0,1.83,1,15.000000000000002,25.08,5.93,0.76,4.33,0.68,6.0,0.67,0.38,0.0,0.81,1.78,155.0,1.8,12.49000000000001,27.76,4.56,0.36,4.64,0.37,2.4,0.67,0.67,3.6,0.66
1.78,155.0,1.83,1,16.35,26.0,5.99,0.72,3.98,0.62,5.5,0.67,0.38,0.0,0.76,1.85,155.0,1.85,33.64,29.83,6.06,0.49,9.78,0.59,0.45,0.33,0.0,0.45,0.7
1.78,155.0,1.83,1,18.93,26.59,6.13,0.7,3.65,0.59,4.75,0.67,0.38,0.0,0.78,1.75,170.0,1.78,100.0,29.79,4.42,0.49,3.02,0.4,1.35,0.5,0.32,0.6,0.76
1.78,155.0,1.83,1,23.61,27.86,5.34,0.69,4.02,0.62,3.81,0.67,0.27,0.64,0.74,1.75,145.0,1.85,40.0,32.65,3.85,0.34,3.85,0.34,0.75,1.0,1.0,0.0,0.84
1.78,155.0,1.83,0,15.489999999999995,28.13,5.16,0.59,5.75,0.51,0.0,0.0,0.09,1.94,0.75,1.73,170.0,1.78,41.11999999999999,30.38,5.84,0.66,5.84,0.66,1.46,0.8,0.8,1.09,0.71
1.78,155.0,1.83,0,39.13999999999999,28.97,4.27,0.52,5.95,0.58,0.0,0.0,0.48,0.77,0.71,1.75,155.0,1.75,30.0,32.02,3.57,0.45,5.23,0.46,1.5,0.19,0.0,0.0,0.87
1.78,155.0,1.83,0,51.55999999999999,29.24,5.0,0.56,5.88,0.58,0.0,0.0,0.44,0.58,0.73,1.8,155.0,1.9,48.10000000000001,30.25,3.31,0.42,3.26,0.31,0.0,0.0,0.33,0.0,0.65
1.78,155.0,1.83,1,61.87999999999999,29.58,4.78,0.52,5.66,0.54,0.0,0.0,0.48,0.24,0.7,1.78,155.0,1.88,25.429999999999993,26.86,5.19,0.69,4.25,0.57,2.95,0.56,0.36,2.95,0.85
1.78,155.0,1.83,0,66.82,29.87,4.94,0.54,5.25,0.56,0.0,0.0,0.53,0.22,0.71,1.8,145.0,1.75,45.620000000000005,25.02,6.36,0.51,5.37,0.5,0.33,1.0,0.14,1.64,0.89
1.78,155.0,1.83,1,56.64999999999999,30.45,5.1,0.51,5.38,0.5,0.0,0.0,0.43,0.26,0.68,1.73,155.0,1.8,47.29999999999998,33.86,5.03,0.5,4.78,0.49,1.9,0.4,0.4,1.27,0.65
1.78,155.0,1.83,0,56.649999999999984,30.79,5.07,0.52,4.98,0.47,0.26,0.14,0.41,0.26,0.65,1.75,155.0,1.83,28.490000000000002,28.81,8.53,0.52,6.21,0.46,1.58,1.0,0.2,1.05,0.81
1.78,155.0,1.83,1,53.779999999999994,31.44,5.3,0.58,5.21,0.51,0.56,0.4,0.52,1.39,0.63,1.85,170.0,1.9,33.899999999999984,30.58,4.48,0.52,3.98,0.51,3.1,0.64,0.38,1.33,0.88
1.78,155.0,1.83,0,47.82999999999999,31.69,4.62,0.55,5.0,0.5,0.63,0.4,0.56,1.88,0.64,1.8,155.0,1.93,61.400000000000006,34.65,6.95,0.54,6.95,0.54,0.0,0.0,0.0,1.71,0.93
1.78,155.0,1.83,1,42.999999999999986,32.15,5.0,0.62,5.95,0.55,0.7,0.67,0.5,2.09,0.66,1.83,170.0,1.9,90.0,36.11,2.52,0.36,3.16,0.46,0.0,0.0,0.5,0.0,0.78
1.78,155.0,1.83,0,37.91999999999999,32.55,3.69,0.56,6.65,0.55,0.4,1.0,0.58,2.37,0.67,1.83,170.0,1.93,64.2,34.34,8.55,0.52,9.77,0.58,0.47,0.25,0.4,0.47,0.61
1.78,155.0,1.83,0,40.78999999999998,32.98,4.41,0.53,9.46,0.6,0.0,0.0,0.43,1.1,0.68,1.75,155.0,1.88,38.349999999999994,35.0,7.69,0.37,3.21,0.33,0.78,0.33,0.2,0.78,0.89
1.83,170.0,1.85,0,15.000000000000002,24.7,1.6,0.48,4.8,0.72,1.0,0.12,0.0,1.0,1.0,1.78,155.0,1.83,6.08,25.3,3.78,0.5,16.28,0.75,0.0,0.0,0.5,2.47,1.0
1.83,170.0,1.85,1,23.630000000000003,24.87,2.62,0.49,4.32,0.62,1.27,0.17,0.67,0.63,0.9,1.78,155.0,1.85,32.08,35.84,2.93,0.54,4.55,0.55,1.4,0.15,0.83,1.4,0.61
1.83,170.0,1.85,0,27.900000000000002,25.27,2.29,0.46,3.69,0.6,1.61,0.23,0.67,2.15,0.91,1.83,155.0,1.9,39.72,35.12,3.78,0.51,5.11,0.52,1.13,0.19,0.25,0.38,0.78
1.83,170.0,1.85,1,39.78,27.54,4.35,0.53,4.88,0.59,1.89,0.29,0.33,1.51,0.93,1.78,155.0,1.83,59.75,27.99,4.9,0.48,4.08,0.47,1.26,0.38,0.42,0.0,0.77
1.83,170.0,1.85,0,50.510000000000005,27.77,5.03,0.47,5.64,0.5,1.48,0.28,0.3,0.59,0.87,1.75,155.0,1.78,50.42,28.56,4.66,0.68,3.85,0.62,2.98,0.43,0.2,0.6,0.75
1.83,170.0,1.85,1,58.03,28.36,4.93,0.49,5.45,0.52,1.29,0.33,0.4,0.78,0.88,1.8,170.0,1.85,54.980000000000004,33.91,2.8,0.45,4.17,0.57,2.73,0.62,0.9,0.55,0.79
1.83,170.0,1.85,1,60.0,28.82,4.78,0.49,4.13,0.46,0.75,0.38,0.42,1.0,0.88,1.85,170.0,1.88,51.83,35.02,4.15,0.52,2.66,0.47,2.03,0.32,0.17,0.0,0.81
1.83,170.0,1.85,1,55.99999999999999,28.97,4.32,0.44,3.63,0.42,0.27,0.5,0.43,1.34,0.89,1.8,170.0,1.85,47.73000000000001,24.29,3.9,0.58,2.95,0.45,3.14,0.53,0.44,0.63,0.82
1.83,170.0,1.85,1,52.31999999999999,29.24,3.67,0.47,2.64,0.44,0.0,0.0,0.43,1.43,0.84,1.83,170.0,1.83,42.5,36.63,3.72,0.47,4.82,0.49,0.71,0.67,1.0,0.71,0.63
1.83,170.0,1.85,0,52.31999999999999,29.55,3.94,0.42,2.2,0.36,0.0,0.0,0.5,1.15,0.85,1.85,170.0,1.83,67.63,41.64,1.91,0.37,3.15,0.38,0.44,0.04,0.0,0.44,0.71
1.83,170.0,1.85,1,52.31999999999999,29.91,3.38,0.39,3.12,0.5,0.0,0.0,0.43,0.57,0.81,1.78,170.0,1.93,45.0,32.47,3.38,0.54,3.13,0.53,2.0,0.33,0.36,0.33,0.81
1.93,205.0,1.93,1,30.740000000000006,29.14,4.2,0.54,6.02,0.63,0.98,0.33,0.25,0.0,0.69,1.75,185.0,1.8,47.219999999999985,39.62,4.85,0.56,7.45,0.59,2.22,0.41,0.5,0.64,0.79
1.93,205.0,1.93,0,43.290000000000006,29.53,3.86,0.47,5.84,0.59,0.69,0.29,0.33,0.0,0.7,1.88,205.0,1.93,22.37,34.08,5.81,0.45,5.81,0.45,0.67,0.5,0.5,0.0,0.76
1.93,205.0,1.93,1,47.470000000000006,29.87,3.69,0.48,6.89,0.63,0.95,0.3,0.25,0.0,0.71,1.83,205.0,1.9,46.79999999999998,38.71,2.67,0.37,3.76,0.44,0.96,0.2,0.2,0.0,0.72
1.93,205.0,1.93,1,33.35000000000001,29.99,3.45,0.44,6.24,0.58,0.45,0.17,0.2,0.0,0.69,1.85,205.0,1.93,41.54999999999999,36.66,5.87,0.57,5.82,0.5,1.44,0.5,0.67,0.0,0.69
1.93,205.0,1.93,1,20.960000000000008,30.25,3.82,0.43,7.35,0.59,0.72,0.2,0.25,0.0,0.7,1.88,205.0,1.9,23.17,29.1,7.03,0.51,7.03,0.51,0.0,0.0,0.0,0.0,0.82
1.93,205.0,1.93,0,22.840000000000003,30.6,4.77,0.58,8.27,0.63,1.31,0.29,0.33,1.31,0.7,1.93,205.0,2.13,75.04999999999998,31.62,5.26,0.61,4.56,0.53,1.4,0.39,0.31,0.0,0.96
1.73,170.0,1.73,0,2.62,29.11,13.36,0.73,7.63,0.61,0.0,0.0,0.0,5.73,0.67,1.75,170.0,1.83,1.3499999999999996,18.56,0.74,0.2,0.74,0.2,0.0,0.0,0.0,11.11,0.65
1.73,155.0,1.83,1,15.0,28.22,2.6,0.33,4.4,0.51,0.0,0.0,0.27,0.0,0.76,1.78,155.0,1.85,9.600000000000001,26.66,2.6,0.18,2.6,0.18,0.0,0.0,0.0,0.0,0.9
1.93,245.0,1.98,0,18.25,31.55,3.56,0.82,5.15,0.67,0.0,0.0,0.67,0.82,0.5,1.91,264.0,2.01,21.14999999999999,28.26,5.77,0.71,8.84,0.75,2.84,0.5,0.5,0.71,0.5
1.93,245.0,1.98,1,19.53,31.95,3.38,0.8,5.17,0.68,0.0,0.0,0.71,0.77,0.56,1.93,243.0,1.93,5.53,39.14,11.21,0.82,12.3,0.72,2.71,1.0,0.5,5.42,0.5
1.93,245.0,1.98,1,19.810000000000002,32.34,3.58,0.8,5.15,0.67,0.0,0.0,0.71,0.76,0.6,1.88,230.0,1.88,28.759999999999998,25.59,8.38,0.61,4.83,0.66,1.04,0.29,0.75,0.0,0.75
1.93,245.0,1.98,0,17.959999999999997,33.2,6.29,0.72,6.68,0.67,0.0,0.0,0.55,1.67,0.58,1.93,240.0,2.08,39.540000000000006,33.92,7.36,0.78,3.92,0.74,3.41,0.75,0.33,0.0,0.73
1.93,245.0,1.98,0,24.159999999999997,33.72,5.01,0.69,7.99,0.67,0.0,0.0,0.54,1.24,0.54,1.8,235.0,1.88,4.300000000000001,30.3,2.09,0.38,1.86,0.38,0.0,0.0,1.0,0.0,0.67
1.73,125.0,1.7,1,14.999999999999998,34.7,5.8,0.6,7.0,0.65,0.0,0.0,0.83,0.0,1.0,1.73,125.0,1.7,60.0,25.14,5.72,0.41,5.27,0.38,0.0,0.0,0.33,1.0,0.58
1.91,185.0,1.96,0,1.870000000000001,26.66,3.21,0.4,3.21,0.4,8.02,0.33,0.33,8.02,0.8,1.88,205.0,1.96,25.0,27.6,4.72,0.43,3.68,0.39,1.8,0.75,0.57,0.0,0.62
1.91,185.0,1.96,0,16.87,30.11,4.68,0.72,3.32,0.54,3.56,0.36,0.5,0.89,0.73,1.83,185.0,1.88,7.900000000000002,25.34,6.84,0.82,6.84,0.82,9.49,1.0,1.0,0.0,1.0
1.88,185.0,2.01,0,15.0,24.76,2.2,0.39,6.87,0.76,5.0,0.83,0.0,1.0,0.8,1.88,205.0,1.93,29.989999999999995,34.09,7.0,0.57,5.5,0.52,8.5,0.55,0.54,0.5,1.0
1.88,185.0,2.01,1,30.0,25.28,1.57,0.4,7.5,0.76,3.0,0.75,0.44,1.0,0.67,1.83,185.0,1.93,23.130000000000003,31.93,5.19,0.51,3.59,0.41,3.24,1.0,0.8,0.0,0.73
1.88,185.0,2.01,0,44.62,25.74,2.76,0.52,5.92,0.71,3.36,0.62,0.4,1.01,0.71,1.8,185.0,1.96,16.02,34.49,5.49,0.64,5.49,0.64,0.94,0.33,0.33,0.0,0.62
1.88,185.0,2.01,0,44.8,26.01,2.77,0.52,5.89,0.7,3.35,0.62,0.4,1.0,0.75,1.83,185.0,1.78,35.269999999999996,38.38,5.98,0.49,4.91,0.31,2.55,0.4,0.17,0.43,0.73
1.88,185.0,2.01,1,41.400000000000006,26.51,3.45,0.59,5.27,0.62,2.54,0.37,0.4,0.72,0.78,1.83,185.0,1.85,15.0,34.43,8.07,0.72,8.07,0.72,0.0,0.0,0.0,0.0,0.85
1.88,185.0,2.01,1,41.17,26.79,5.42,0.63,2.7,0.52,4.74,0.42,0.0,0.73,0.8,1.83,185.0,1.88,4.5,23.28,11.11,0.74,11.11,0.74,3.33,1.0,1.0,3.33,0.85
1.88,185.0,2.01,1,41.55000000000001,27.22,4.6,0.58,4.12,0.6,4.69,0.36,0.5,0.36,0.82,1.85,185.0,1.85,7.920000000000002,30.68,2.53,0.74,2.78,0.58,3.79,0.22,0.33,3.79,0.67
1.88,185.0,2.01,1,50.19000000000001,27.62,4.52,0.6,4.18,0.63,4.18,0.38,0.5,0.9,0.75,1.83,185.0,1.85,31.019999999999996,27.86,4.64,0.38,7.38,0.52,0.0,0.0,0.8,0.0,0.75
1.88,185.0,2.01,1,43.09000000000001,28.08,4.87,0.61,3.64,0.66,4.53,0.45,0.67,1.39,0.75,1.83,185.0,1.88,21.639999999999993,37.21,7.49,0.72,7.49,0.72,1.39,1.0,1.0,0.0,0.62
1.88,185.0,2.01,0,32.790000000000006,29.17,4.61,0.6,4.73,0.66,3.2,0.41,0.67,1.83,0.77,1.8,185.0,1.83,15.0,30.78,6.0,0.68,6.0,0.68,1.0,0.14,0.14,2.0,0.85
1.88,185.0,2.01,0,32.790000000000006,29.5,4.03,0.65,4.12,0.66,3.2,0.47,0.67,1.83,0.71,1.83,185.0,2.01,31.200000000000003,35.12,4.42,0.49,4.42,0.49,0.0,0.0,0.0,0.0,0.67
1.75,145.0,1.73,1,15.0,33.15,4.33,0.35,4.8,0.5,0.0,0.0,0.0,0.0,0.72,1.7,145.0,1.75,18.7,26.96,5.72,0.58,8.24,0.72,1.6,0.5,0.4,2.41,0.62
1.75,145.0,1.73,1,16.18,33.47,4.64,0.36,4.88,0.48,0.0,0.0,0.0,0.0,0.74,1.7,155.0,1.8,2.1999999999999993,32.79,5.45,0.55,5.45,0.55,0.0,0.0,0.0,6.82,0.6
1.75,145.0,1.73,0,31.18,33.8,3.94,0.34,4.14,0.4,0.0,0.0,0.0,0.0,0.75,1.78,145.0,1.8,60.0,28.83,7.87,0.55,3.1,0.53,2.25,0.39,0.5,2.5,0.78
